@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapper.visit,10,12,25,16,64.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapper.closeLine,5,5,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapper.closeEntry,10,13,34,34,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$UsedMappingCheck.visit,4,4,3,3,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapLineDecoder.decodeLineEntry,14,17,48,18,37.5,0,1
@@ com.google.debugging.sourcemap.SourceMapLineDecoder.decodeLine,8,9,19,14,73.68421052631578,0,0
@@ com.google.debugging.sourcemap.SourceMapLineDecoder.getIdFromRelativeId,5,5,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.traverse,11,14,23,23,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.getAdjustedCol,5,5,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.isOverlapped,7,9,12,12,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.maybeVisit,6,8,23,23,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.maybeVisitParent,10,14,35,35,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3$MappingTraversal.visit,12,16,37,37,100.0,0,1
@@ com.google.debugging.sourcemap.Util.escapeString,32,51,96,63,65.625,0,1
@@ com.google.debugging.sourcemap.Util.appendHexJavaScriptRepresentation,4,4,7,7,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.setWrapperPrefix,8,9,25,8,32.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.setStartingPosition,8,9,7,7,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.addMapping,19,28,62,57,91.93548387096774,0,8
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.addNameMap,7,8,12,7,58.333333333333336,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.prepMappings,7,8,17,13,76.47058823529412,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.appendIndexMapTo,13,16,25,22,88.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.getSourceId,6,7,20,18,90.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV3.getNameId,5,5,8,6,75.0,0,0
@@ com.google.debugging.sourcemap.Base64.toBase64,6,8,8,8,100.0,0,0
@@ com.google.debugging.sourcemap.Base64.fromBase64,5,6,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.Base64.base64EncodeInt,5,5,10,6,60.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$LineMapper.visit,18,23,45,31,68.88888888888889,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$LineMapper.openLine,4,4,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$LineMapper.closeLine,4,4,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$LineMapper.addCharEntry,7,8,14,14,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1.addMapping,20,29,61,56,91.80327868852459,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1.setWrapperPrefix,8,9,25,8,32.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1.setStartingPosition,8,9,7,7,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1.appendTo,5,5,11,7,63.63636363636363,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1.prepMappings,7,8,17,13,76.47058823529412,0,0
@@ com.google.debugging.sourcemap.SourceMapConsumerV1$SourceFile.<init>,6,7,8,8,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapConsumerV1$SourceFile.getOriginalMapping,5,5,20,13,65.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$UsedMappingCheck.visit,4,4,3,3,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.traverse,11,14,23,23,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.getAdjustedCol,5,5,5,5,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.isOverlapped,7,9,12,12,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.maybeVisit,6,8,23,23,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.maybeVisitParent,10,14,35,35,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV1$MappingTraversal.visit,12,16,37,37,100.0,0,3
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapEncoder.encodeEntry,16,21,33,29,87.87878787878788,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapEncoder.getRelativeMappingId,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$LineMapEncoder.getRelativeMappingIdLength,12,15,21,14,66.66666666666666,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.setWrapperPrefix,8,9,25,8,32.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.setStartingPosition,8,9,7,7,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.addMapping,19,28,63,58,92.06349206349206,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.addMap,7,8,12,7,58.333333333333336,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.prepMappings,7,8,17,13,76.47058823529412,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.getSourceId,6,7,20,18,90.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2.getNameId,5,5,8,6,75.0,0,0
@@ com.google.debugging.sourcemap.SourceMapConsumerV3$StringCharIterator.hasNext,5,5,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.traverse,11,14,23,23,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.getAdjustedCol,5,5,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.isOverlapped,7,9,12,12,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.maybeVisit,6,8,23,23,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.maybeVisitParent,10,14,35,35,100.0,0,0
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$MappingTraversal.visit,12,16,37,37,100.0,0,1
@@ com.google.debugging.sourcemap.SourceMapGeneratorV2$UsedMappingCheck.visit,4,4,3,3,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.build,4,4,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.buildParsed,4,4,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.buildPartial,10,13,35,21,60.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.mergeFrom,4,4,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.mergeFrom,12,16,21,21,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.mergeFrom,11,16,49,29,59.183673469387756,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.hasOriginalFile,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.getOriginalFile,4,4,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.setOriginalFile,4,4,5,5,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.hasLineNumber,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.hasColumnPosition,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.hasIdentifier,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.getIdentifier,4,4,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping$Builder.setIdentifier,4,4,5,5,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.maybeForceBuilderInitialization,4,4,1,1,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.clear,5,5,9,9,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.build,4,4,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.buildParsed,4,4,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.buildPartial,11,14,34,25,73.52941176470588,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.mergeFrom,4,4,6,6,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.mergeFrom,10,13,17,17,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.mergeFrom,12,17,38,32,84.21052631578947,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.hasLineNumber,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.hasColumnPosition,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.hasOriginalMapping,5,5,4,4,100.0,0,2
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.getOriginalMapping,4,4,8,8,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.setOriginalMapping,7,8,13,13,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.setOriginalMapping,5,5,11,11,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.mergeOriginalMapping,9,11,23,23,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.clearOriginalMapping,5,5,9,9,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.getOriginalMappingOrBuilder,4,4,8,8,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping$Builder.getOriginalMappingFieldBuilder,4,4,9,8,88.88888888888889,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.hasOriginalFile,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.getOriginalFile,6,7,9,9,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.getOriginalFileBytes,4,4,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.hasLineNumber,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.hasColumnPosition,5,5,4,4,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.hasIdentifier,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.getIdentifier,6,7,9,9,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.getIdentifierBytes,4,4,5,5,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.isInitialized,7,8,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.writeTo,10,13,28,28,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.getSerializedSize,12,16,41,27,65.85365853658537,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.parseDelimitedFrom,4,4,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$OriginalMapping.parseDelimitedFrom,4,4,7,7,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.hasLineNumber,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.hasColumnPosition,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.hasOriginalMapping,5,5,4,4,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.isInitialized,7,8,5,5,100.0,0,1
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.writeTo,8,10,23,23,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.getSerializedSize,10,13,32,23,71.875,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.parseDelimitedFrom,4,4,5,5,100.0,0,0
@@ com.google.debugging.sourcemap.proto.Mapping$LineMapping.parseDelimitedFrom,4,4,7,7,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.getIntermediateState,8,9,18,18,100.0,0,1
@@ com.google.javascript.jscomp.DefaultPassConfig.setIntermediateState,8,9,21,21,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.maybeInitializePreprocessorSymbolTable,6,8,19,19,100.0,0,1
@@ com.google.javascript.jscomp.DefaultPassConfig.getChecks,78,122,379,379,100.0,0,6
@@ com.google.javascript.jscomp.DefaultPassConfig.getOptimizations,111,170,555,555,100.0,0,3
@@ com.google.javascript.jscomp.DefaultPassConfig.getMainOptimizationLoop,22,33,86,86,100.0,0,1
@@ com.google.javascript.jscomp.DefaultPassConfig.getCodeRemovingPasses,19,28,76,76,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.assertAllOneTimePasses,5,5,3,3,100.0,0,1
@@ com.google.javascript.jscomp.DefaultPassConfig.assertAllLoopablePasses,8,9,5,5,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.combineChecks,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.runPropertyRenaming,6,8,35,35,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.runVariableRenaming,10,12,36,36,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.isInliningForbidden,6,7,16,16,100.0,0,0
@@ com.google.javascript.jscomp.DefaultPassConfig.getAdditionalReplacements,8,11,21,21,100.0,0,1
@@ com.google.javascript.jscomp.GenerateExports.process,26,38,84,42,50.0,0,1
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.<init>,5,5,5,5,100.0,0,0
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.getQualifiedSlot,8,11,16,16,100.0,0,1
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.getSlot,9,11,13,13,100.0,0,1
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.isGlobalScope,6,7,4,4,100.0,0,0
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.isDocScope,7,9,10,10,100.0,0,0
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.isPropertyScope,6,7,4,4,100.0,0,0
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.isLexicalScope,5,5,2,2,100.0,0,0
@@ com.google.javascript.jscomp.SymbolTable$SymbolScope.toString,4,4,4,4,100.0,0,0
@@ com.google.javascript.jscomp.FlowSensitiveInlineVariables$Candidate$3.visit,11,16,26,26,100.0,0,0
@@ com.google.javascript.jscomp.TransformAMDToCJSModule$RenameCallback.visit,5,6,12,12,100.0,0,0
@@ com.google.javascript.jscomp.RenameVars$1.compare,4,4,14,14,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.<init>,5,5,8,8,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.setContents,4,4,5,5,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferFromOverriddenFunction,28,40,72,49,68.05555555555556,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferReturnType,5,6,9,9,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferInheritance,35,53,99,99,100.0,0,1
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferThisType,7,10,14,14,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferThisType,7,9,16,10,62.5,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferParameterTypes,5,5,7,7,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferParameterTypes,30,43,108,52,48.148148148148145,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.isOptionalParameter,9,12,17,17,100.0,0,1
@@ com.google.javascript.jscomp.FunctionTypeBuilder.isVarArgsParameter,9,12,17,17,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.inferTemplateTypeName,4,4,6,6,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.addParameter,16,24,34,31,91.17647058823529,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.buildAndRegister,23,34,92,74,80.43478260869566,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.maybeSetBaseType,5,6,9,9,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.getOrCreateConstructor,20,29,53,53,100.0,0,1
@@ com.google.javascript.jscomp.FunctionTypeBuilder.isFunctionTypeDeclaration,9,13,10,10,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.getScopeDeclaredIn,5,6,11,11,100.0,0,0
@@ com.google.javascript.jscomp.FunctionTypeBuilder.hasMoreTagsToResolve,12,16,13,13,100.0,0,0
@@ com.google.javascript.jscomp.TypedScopeCreator$FirstOrderFunctionAnalyzer.process,5,5,9,9,100.0,0,0
@@ com.google.javascript.jscomp.TypedScopeCreator$FirstOrderFunctionAnalyzer.enterScope,4,4,5,5,100.0,0,1
@@ com.google.javascript.jscomp.TypedScopeCreator$FirstOrderFunctionAnalyzer.visit,26,42,59,59,100.0,0,1
@@ com.google.javascript.jscomp.PrintStreamErrorManager.printSummary,10,15,22,22,100.0,0,0
@@ com.google.javascript.jscomp.LineNumberCheck.shouldTraverse,4,4,3,3,100.0,0,0
@@ com.google.javascript.jscomp.LineNumberCheck.visit,7,9,14,14,100.0,0,0
@@ com.google.javascript.jscomp.TypedCodeGenerator.add,13,20,25,25,100.0,0,0
@@ com.google.javascript.jscomp.TypedCodeGenerator.getTypeAnnotation,16,24,23,23,100.0,0,1
@@ com.google.javascript.jscomp.TypedCodeGenerator.getFunctionAnnotation,37,56,75,71,94.66666666666667,0,1
@@ com.google.javascript.jscomp.TypedCodeGenerator.getParameterNodeJSDocType,9,11,13,9,69.23076923076923,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.addProperty,4,4,10,9,90.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.getFullName,5,5,7,7,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.addRef,12,18,41,41,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.removeRef,19,30,69,69,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.getRefs,5,5,6,6,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.addRefInternal,4,4,9,8,88.88888888888889,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.canEliminate,11,15,17,17,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.isSimpleStubDeclaration,6,8,12,12,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.canCollapse,12,19,30,30,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.isGetOrSetDefinition,6,7,12,12,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.canCollapseUnannotatedChildNames,21,32,50,50,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.shouldKeepKeys,6,7,10,10,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.needsToBeStubbed,6,7,8,8,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.setDeclaredType,5,5,7,2,28.57142857142857,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.isNamespace,6,7,10,10,100.0,0,1
@@ com.google.javascript.jscomp.GlobalNamespace$Name.isSimpleName,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace$Name.getDocInfoForDeclaration,9,12,19,19,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.hasExternsRoot,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.ensureGenerated,4,4,5,5,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.process,4,4,10,10,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.getTopVarName,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.isGlobalVarReference,9,12,17,9,52.94117647058824,0,0
@@ com.google.javascript.jscomp.GlobalNamespace.isGlobalScope,5,5,2,2,100.0,0,1
@@ com.google.javascript.jscomp.InstrumentFunctions$RemoveCallback.visit,6,8,13,13,100.0,0,0
@@ com.google.javascript.jscomp.MustBeReachingVariableDef$MustDef.<init>,5,5,5,5,100.0,0,0
@@ com.google.javascript.jscomp.MustBeReachingVariableDef$MustDef.equals,6,7,8,8,100.0,0,0
@@ com.google.javascript.jscomp.Normalize$PropagateConstantAnnotationsOverVars.visit,17,25,36,28,77.77777777777779,0,0
@@ com.google.javascript.jscomp.Scope.<init>,5,5,10,10,100.0,0,0
@@ com.google.javascript.jscomp.Scope.getGlobalScope,5,5,8,2,25.0,0,0
@@ com.google.javascript.jscomp.Scope.getTypeOfThis,7,9,13,13,100.0,0,0
@@ com.google.javascript.jscomp.Scope.declare,9,11,17,17,100.0,0,0
@@ com.google.javascript.jscomp.Scope.undeclare,8,9,18,18,100.0,0,0
@@ com.google.javascript.jscomp.Scope.getVar,6,7,10,10,100.0,0,0
@@ com.google.javascript.jscomp.Scope.getArgumentsVar,4,4,8,7,87.5,0,0
@@ com.google.javascript.jscomp.Scope.isDeclared,7,9,16,16,100.0,0,1
@@ com.google.javascript.jscomp.Scope.isGlobal,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.Scope.isLocal,5,5,2,2,100.0,0,1
@@ com.google.javascript.jscomp.SideEffectsAnalysis$DegenerateLocationAbstraction.calculateRefSet,4,4,4,4,100.0,0,0
@@ com.google.javascript.jscomp.SideEffectsAnalysis$DegenerateLocationAbstraction.calculateModSet,4,4,4,4,100.0,0,0
@@ com.google.javascript.jscomp.ReplaceStrings$1.apply,5,5,4,4,100.0,0,0
@@ com.google.javascript.jscomp.PureFunctionIdentifier.process,5,6,12,12,100.0,0,1
