@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.collisionCount,7,8,18,10,55.55555555555556,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.findSymbol,27,40,107,85,79.43925233644859,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.calcHash,8,9,17,6,35.294117647058826,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.calcHash,8,9,17,6,35.294117647058826,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.rehash,22,29,102,67,65.68627450980392,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.releaseBuffers,6,7,13,13,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithEmpty,4,4,5,5,100.0,0,2
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithShared,4,4,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithCopy,6,7,15,15,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithString,4,4,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.findBuffer,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.size,8,10,21,21,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.getTextOffset,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.hasTextAsCharacters,7,9,12,12,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.getTextBuffer,10,13,25,25,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsString,19,26,63,55,87.3015873015873,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsArray,4,4,5,4,80.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsDecimal,8,10,22,22,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.ensureNotShared,4,4,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.append,6,7,20,19,95.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.getCurrentSegment,8,10,20,19,95.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.emptyAndGetCurrentSegment,6,7,12,11,91.66666666666666,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.finishCurrentSegment,4,4,10,9,90.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.expandCurrentSegment,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.unshare,7,9,22,20,90.9090909090909,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.expand,6,7,19,17,89.47368421052632,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.buildResultArray,16,22,57,51,89.47368421052632,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.<init>,4,4,5,4,80.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.versionFor,6,7,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.packageVersionFor,6,7,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.doReadVersion,9,12,26,8,30.76923076923077,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.mavenVersionFor,4,4,3,3,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.parseVersion,15,19,21,21,100.0,0,1
@@ com.fasterxml.jackson.core.util.VersionUtil.parseVersionPart,8,10,20,12,60.0,0,1
@@ com.fasterxml.jackson.core.util.JsonParserSequence.createFlattened,11,14,19,19,100.0,0,1
@@ com.fasterxml.jackson.core.util.JsonParserSequence.addFlattenedActiveParsers,8,9,18,13,72.22222222222221,0,0
@@ com.fasterxml.jackson.core.util.JsonParserSequence.nextToken,7,9,10,10,100.0,0,1
@@ com.fasterxml.jackson.core.util.JsonParserSequence.switchToNext,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.<init>,5,5,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.reset,4,4,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.release,5,6,12,12,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.append,4,4,11,11,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.appendTwoBytes,5,5,12,12,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.appendThreeBytes,5,5,12,12,100.0,0,1
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.toByteArray,11,14,30,27,90.0,0,1
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder._allocMore,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Lf2SpacesIndenter.withLinefeed,4,4,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Lf2SpacesIndenter.writeIndentation,7,8,15,9,60.0,0,0
@@ com.fasterxml.jackson.core.util.MinimalPrettyPrinter.writeRootValueSeparator,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.BufferRecycler.allocByteBuffer,5,5,10,8,80.0,0,0
@@ com.fasterxml.jackson.core.util.BufferRecycler.allocCharBuffer,8,10,27,19,70.37037037037037,0,1
@@ com.fasterxml.jackson.core.util.InternCache.removeEldestEntry,5,5,2,2,100.0,0,0
@@ com.fasterxml.jackson.core.util.InternCache.intern,4,4,6,5,83.33333333333334,0,1
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.<init>,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withRootSeparator,6,8,17,17,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.indentArraysWith,5,5,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.indentObjectsWith,5,5,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withArrayIndenter,6,7,15,9,60.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withObjectIndenter,6,7,15,9,60.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter._withSpaces,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeRootValueSeparator,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeStartObject,4,4,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeObjectFieldValueSeparator,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeEndObject,7,8,15,13,86.66666666666667,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeStartArray,4,4,7,7,100.0,0,1
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeEndArray,7,8,15,13,86.66666666666667,0,1
@@ com.fasterxml.jackson.core.io.IOContext.releaseReadIOBuffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseWriteEncodingBuffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseBase64Buffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseTokenBuffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseConcatBuffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseNameCopyBuffer,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext._verifyAlloc,4,4,2,2,100.0,0,0
@@ com.fasterxml.jackson.core.io.IOContext._verifyRelease,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.BaseReader.close,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.BaseReader.read,6,7,14,8,57.14285714285714,0,0
@@ com.fasterxml.jackson.core.io.BaseReader.freeBuffers,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.close,9,12,26,26,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.flush,6,7,14,14,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,34,48,188,68,36.17021276595745,0,1
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,21,29,71,38,53.52112676056338,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,34,48,188,68,36.17021276595745,0,1
@@ com.fasterxml.jackson.core.io.UTF8Writer.convertSurrogate,5,6,8,8,100.0,0,1
@@ com.fasterxml.jackson.core.io.UTF8Writer.illegalSurrogateDesc,8,10,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.getInstance,7,8,8,7,87.5,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.quoteAsString,22,30,124,45,36.29032258064516,0,1
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.quoteAsUTF8,40,57,317,63,19.873817034700316,0,1
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.encodeAsUTF8,36,51,290,36,12.413793103448276,0,1
@@ com.fasterxml.jackson.core.io.JsonStringEncoder._appendByteEscape,8,9,16,14,87.5,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder._convertSurrogate,5,6,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.<init>,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asQuotedChars,4,4,6,5,83.33333333333334,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asUnquotedUTF8,4,4,6,5,83.33333333333334,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asQuotedUTF8,4,4,6,5,83.33333333333334,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendQuotedUTF8,6,7,17,14,82.35294117647058,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendQuoted,6,7,17,14,82.35294117647058,0,1
@@ com.fasterxml.jackson.core.io.SerializedString.appendUnquotedUTF8,6,7,17,14,82.35294117647058,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendUnquoted,4,4,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.writeQuotedUTF8,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.writeUnquotedUTF8,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.putQuotedUTF8,6,7,14,11,78.57142857142857,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.putUnquotedUTF8,6,7,14,11,78.57142857142857,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.equals,7,9,13,13,100.0,0,1
@@ com.fasterxml.jackson.core.io.CharTypes.charToHex,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.CharTypes.appendQuoted,11,14,31,26,83.87096774193549,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseInt,11,18,65,64,98.46153846153847,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseInt,31,48,79,58,73.41772151898735,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.parseLong,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.inLongRange,17,22,29,24,82.75862068965517,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.inLongRange,17,22,29,24,82.75862068965517,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsInt,16,23,44,22,50.0,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsLong,16,23,44,22,50.0,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsDouble,6,7,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseDouble,4,4,3,3,100.0,0,1
@@ com.fasterxml.jackson.core.io.UTF32Reader.<init>,5,5,3,3,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF32Reader.read,26,38,110,75,68.18181818181817,0,0
@@ com.fasterxml.jackson.core.io.UTF32Reader.loadMore,30,41,78,59,75.64102564102564,0,1
@@ com.fasterxml.jackson.core.io.MergedStream.available,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.mark,4,4,7,7,100.0,0,1
@@ com.fasterxml.jackson.core.io.MergedStream.markSupported,6,7,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.read,6,7,17,17,100.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.read,8,10,33,30,90.9090909090909,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.reset,4,4,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.skip,8,10,31,20,64.51612903225806,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.freeMergedBuffer,5,6,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputInt,23,31,88,37,42.04545454545455,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputInt,23,31,88,37,42.04545454545455,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLong,16,21,61,37,60.65573770491803,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLong,19,25,73,42,57.534246575342465,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.toString,7,9,16,16,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.toString,5,6,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLeadingTriplet,6,7,19,14,73.68421052631578,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLeadingTriplet,6,7,19,14,73.68421052631578,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.calcLongStrLength,7,8,16,6,37.5,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.releaseBuffered,4,4,7,7,100.0,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.loadMore,7,9,16,16,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getNextChar,5,6,13,13,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._closeInput,7,9,15,15,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._releaseBuffers,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getText,6,7,13,13,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getValueAsString,6,7,14,14,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getValueAsString,6,7,15,15,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._getText2,7,9,13,13,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextCharacters,15,22,56,52,92.85714285714286,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextLength,9,13,27,27,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextOffset,8,12,23,23,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getBinaryValue,10,14,34,32,94.11764705882352,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.readBinaryValue,5,6,17,17,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._readBinary,44,66,206,121,58.7378640776699,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextToken,40,61,150,94,62.66666666666667,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._nextAfterName,6,7,18,18,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextTextValue,15,20,40,40,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextIntValue,13,17,36,36,100.0,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextLongValue,13,17,36,36,100.0,0,2
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextBooleanValue,15,21,42,42,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.parseNumberText,49,73,157,81,51.59235668789809,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.parseNumberText2,60,90,398,89,22.36180904522613,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._verifyNoLeadingZeroes,18,28,49,42,85.71428571428571,0,0
