@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ edu.stanford.nlp.ling.WordTag.equals,16,23,39,10,16,25.64102564102564,41.02564102564102,0,5
@@ edu.stanford.nlp.ling.WordTag.hashCode,8,9,11,4,5,36.36363636363637,45.45454545454545,0,1
@@ edu.stanford.nlp.ling.WordTag.compareTo,11,14,15,6,9,40.0,60.0,0,2
@@ edu.stanford.nlp.ling.WordTagFactory.newLabel,4,4,4,2,2,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.WordTagFactory.newLabelFromString,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.WordTagFactory.newLabel,4,4,4,2,2,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.toTaggedList,7,8,16,3,5,18.75,31.25,0,2
@@ edu.stanford.nlp.ling.SentenceUtils.toUntaggedList,5,5,2,1,2,50.0,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toUntaggedList,5,5,2,1,2,50.0,100.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.toWordList,5,5,2,1,2,50.0,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toCoreLabelList,5,5,2,1,2,50.0,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toCoreLabelList,11,14,17,6,8,35.294117647058826,47.05882352941176,0,5
@@ edu.stanford.nlp.ling.SentenceUtils.listToString,7,8,10,2,4,20.0,40.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.listToString,7,8,9,2,4,22.22222222222222,44.44444444444444,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.listToOriginalTextString,22,31,31,15,21,48.38709677419355,67.74193548387096,0,19
@@ edu.stanford.nlp.ling.SentenceUtils.wordToString,29,44,57,23,39,40.35087719298245,68.42105263157895,0,10
@@ edu.stanford.nlp.ling.SentenceUtils.extractNgram,14,19,30,9,13,30.0,43.333333333333336,0,6
@@ edu.stanford.nlp.ling.CategoryWordTag.<init>,6,7,8,4,4,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.CategoryWordTag.toString,13,20,20,9,18,45.0,90.0,0,2
@@ edu.stanford.nlp.ling.CategoryWordTag.toString,4,4,4,2,2,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.label,5,5,6,2,3,33.33333333333333,50.0,0,1
@@ edu.stanford.nlp.ling.BasicDatum.setLabels,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.addLabel,4,4,5,2,2,40.0,40.0,0,1
@@ edu.stanford.nlp.ling.BasicDatum.equals,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.CoreLabel$CoreLabelFactory.newLabel,14,19,25,11,12,44.0,48.0,0,2
@@ edu.stanford.nlp.ling.TaggedWordFactory.newLabel,4,4,4,2,2,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.TaggedWordFactory.newLabelFromString,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.RVFDatum.<init>,5,5,4,1,2,25.0,50.0,0,0
@@ edu.stanford.nlp.ling.RVFDatum.equals,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ edu.stanford.nlp.ling.WordLemmaTagFactory.newLabel,6,7,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ edu.stanford.nlp.ling.WordLemmaTagFactory.newLabelFromString,6,7,12,3,4,25.0,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.IndexedWord.<init>,6,7,12,3,4,25.0,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.IndexedWord.makeSoftCopy,4,4,8,2,2,25.0,25.0,0,1
@@ edu.stanford.nlp.ling.IndexedWord.pseudoPosition,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ edu.stanford.nlp.ling.IndexedWord.toCopyIndex,6,7,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ edu.stanford.nlp.ling.IndexedWord.isCopy,11,15,20,6,10,30.0,50.0,0,2
@@ edu.stanford.nlp.ling.IndexedWord.equals,18,26,44,11,18,25.0,40.909090909090914,0,9
@@ edu.stanford.nlp.ling.IndexedWord.hashCode,12,16,34,14,25,41.17647058823529,73.52941176470588,0,4
@@ edu.stanford.nlp.ling.IndexedWord.compareTo,21,30,43,12,21,27.906976744186046,48.837209302325576,0,5
@@ edu.stanford.nlp.ling.StringLabel.<init>,4,4,4,2,2,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.AnnotationLookup.toCoreKey,7,8,5,2,2,40.0,40.0,0,1
@@ edu.stanford.nlp.ling.AnnotationLookup.getValueType,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.MultiTokenTag.isStart,5,5,4,2,2,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.MultiTokenTag.isEnd,5,5,8,2,2,25.0,25.0,0,0
@@ edu.stanford.nlp.ling.MultiTokenTag.equals,11,15,27,6,10,22.22222222222222,37.03703703703704,0,2
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,6,7,8,3,4,37.5,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.<init>,7,9,16,4,7,25.0,43.75,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.build,22,31,82,17,29,20.73170731707317,35.36585365853659,0,10
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.toString,4,4,6,2,3,33.33333333333333,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.assignGroupIds,4,4,10,2,3,20.0,30.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.updateBindings,4,4,11,2,3,18.181818181818183,27.27272727272727,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.toString,6,7,15,3,5,20.0,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$FilterExtractRule.extract,4,4,10,2,2,20.0,20.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.<init>,7,8,12,4,8,33.33333333333333,66.66666666666666,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.extract,7,8,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.apply,6,7,10,3,4,30.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.<init>,10,13,11,5,8,45.45454545454545,72.72727272727273,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.appendRules,25,36,67,18,28,26.865671641791046,41.7910447761194,0,36
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.collapse,20,29,72,45,59,62.5,81.94444444444444,0,44
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.createExtractorFromFiles,11,14,11,5,8,45.45454545454545,72.72727272727273,0,3
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.getValue,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractCoreMapsToList,5,5,2,1,2,50.0,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractCoreMapsMergedWithTokens,4,4,8,2,3,25.0,37.5,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.flatten,8,9,10,2,3,20.0,30.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.cleanupTags,11,14,18,4,6,22.22222222222222,33.33333333333333,0,2
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.cleanupTags,11,14,19,4,7,21.052631578947366,36.84210526315789,0,4
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.applyCompositeRule,19,27,49,16,28,32.6530612244898,57.14285714285714,0,23
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractExpressions,16,22,65,17,30,26.153846153846157,46.15384615384615,0,24
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.annotateExpressions,12,16,22,6,9,27.27272727272727,40.909090909090914,0,6
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.annotateExpressions,10,13,17,5,8,29.411764705882355,47.05882352941176,0,4
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.filterInvalidExpressions,15,20,25,9,15,36.0,60.0,0,4
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NilAnnotationPattern.match,5,5,2,2,2,100.0,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$AnnotationExtractRuleCreator.create,4,4,5,2,3,40.0,60.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$AnnotationExtractRuleCreator.create,4,4,6,2,3,33.33333333333333,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ProcessTokensRegexRequest.matchPattern,13,16,40,7,12,17.5,30.0,0,11
@@ edu.stanford.nlp.ling.tokensregex.ProcessTokensRegexRequest.processRequest,5,5,3,1,2,33.33333333333333,66.66666666666666,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiPatternMatcher$BasicSequencePatternTrigger.apply,7,8,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$SequenceMatchedExpressionExtractor.apply,8,10,19,6,7,31.57894736842105,36.84210526315789,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createRule,5,5,4,1,2,25.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createExtractionRule,7,9,15,5,10,33.33333333333333,66.66666666666666,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createExtractionRule,7,9,18,6,12,33.33333333333333,66.66666666666666,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.lookupExtractRuleCreator,8,11,14,6,8,42.857142857142854,57.14285714285714,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationPattern.match,6,7,14,4,8,28.57142857142857,57.14285714285714,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.<init>,15,19,31,6,9,19.35483870967742,29.03225806451613,0,7
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.apply,15,21,27,7,13,25.925925925925924,48.148148148148145,0,10
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.lambda$new$0,8,10,10,3,4,30.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.NodePattern.matchWithResult,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$NodePatternState.match,13,18,42,7,12,16.666666666666664,28.57142857142857,0,3
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.isEmpty,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.contains,12,15,18,5,8,27.77777777777778,44.44444444444444,0,1
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.containsAll,7,8,4,2,2,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.addAll,7,8,6,3,3,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.removeAll,7,8,6,3,3,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePattern$AttributesEqualMatchChecker.matches,10,13,10,4,7,40.0,70.0,0,2
@@ edu.stanford.nlp.ling.tokensregex.MultiNodePattern$IntersectMultiNodePattern.match,12,16,18,9,14,50.0,77.77777777777779,0,6
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$AttributesEqualMatchChecker.matches,10,13,10,4,7,40.0,70.0,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.condense,26,35,36,9,15,25.0,41.66666666666667,0,9
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getParents,6,7,14,5,9,35.714285714285715,64.28571428571429,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getParents,8,10,26,6,14,23.076923076923077,53.84615384615385,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchState,8,10,20,6,11,30.0,55.00000000000001,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchState,8,10,22,4,7,18.181818181818183,31.818181818181817,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedGroups,7,9,12,4,7,33.33333333333333,58.333333333333336,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedGroup,4,4,4,2,2,50.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setGroupStart,6,7,13,3,4,23.076923076923077,30.76923076923077,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setGroupEnd,9,12,29,5,8,17.24137931034483,27.586206896551722,0,3
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.clearGroupStart,5,6,8,3,4,37.5,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedResults,7,9,12,4,7,33.33333333333333,58.333333333333336,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedResult,4,4,4,2,2,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setMatchedResult,6,7,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchId,12,16,33,6,12,18.181818181818183,36.36363636363637,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchStateInfo,7,9,12,4,7,33.33333333333333,58.333333333333336,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchStateInfo,5,5,4,2,3,50.0,75.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.removeMatchStateInfo,4,4,5,2,2,40.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.startMatchedCountInc,5,5,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.endMatchedCountInc,6,7,10,3,4,30.0,40.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setMatchedInterval,5,5,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.mergeBranchStates,15,20,35,7,10,20.0,28.57142857142857,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupEndState.match,8,9,23,4,5,17.391304347826086,21.73913043478261,0,2
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.<init>,8,10,18,6,14,33.33333333333333,77.77777777777779,0,3
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.<init>,8,10,19,6,14,31.57894736842105,73.68421052631578,0,4
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.match,5,5,2,1,2,50.0,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.TokenSequencePattern.compile,5,5,5,1,2,20.0,40.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.split,11,13,23,3,4,13.043478260869565,17.391304347826086,0,4
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.match,18,23,30,10,13,33.33333333333333,43.333333333333336,0,7
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.compareMatches,11,14,36,8,17,22.22222222222222,47.22222222222222,0,6
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.getMatchIndex,7,8,22,5,10,22.727272727272727,45.45454545454545,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.getMatchIndices,7,8,24,4,8,16.666666666666664,33.33333333333333,0,4
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.selectMatchIndex,30,41,97,37,66,38.144329896907216,68.04123711340206,0,106
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.setMatchedGroups,14,20,37,7,14,18.91891891891892,37.83783783783784,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.isAllMatch,10,12,15,4,5,26.666666666666668,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.isMatch,5,5,2,2,2,100.0,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.addStates,5,5,7,1,2,14.285714285714285,28.57142857142857,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.<init>,4,4,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceAllExtended,8,9,15,3,5,20.0,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceFirstExtended,7,8,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceAll,5,5,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceFirst,4,4,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,5,6,13,3,5,23.076923076923077,38.46153846153847,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,13,17,22,8,15,36.36363636363637,68.18181818181817,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find0,15,19,39,8,15,20.51282051282051,38.46153846153847,0,6
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findNextNonOverlapping,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findNextAll,12,17,37,8,12,21.62162162162162,32.432432432432435,0,3
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,5,6,13,3,3,23.076923076923077,23.076923076923077,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStart,5,6,17,3,3,17.647058823529413,17.647058823529413,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStartNoBacktracking,13,19,27,11,21,40.74074074074074,77.77777777777779,0,4
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStartBacktracking,23,34,47,17,30,36.17021276595745,63.829787234042556,0,25
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.matches,8,10,17,4,7,23.52941176470588,41.17647058823529,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.clearMatched,9,11,28,5,9,17.857142857142858,32.142857142857146,0,3
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.getStateMessage,6,7,8,3,4,37.5,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.region,10,14,31,6,12,19.35483870967742,38.70967741935484,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.toBasicSequenceMatchResult,5,6,10,3,5,30.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.start,5,6,11,3,5,27.27272727272727,45.45454545454545,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.end,5,6,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupNodes,5,6,11,3,5,27.27272727272727,45.45454545454545,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupValue,5,6,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupInfo,5,6,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupMatchResults,5,6,11,3,5,27.27272727272727,45.45454545454545,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupMatchResult,5,6,12,3,5,25.0,41.66666666666667,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.nodeMatchResult,5,6,11,3,5,27.27272727272727,45.45454545454545,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.getMatchedSignature,7,8,8,2,3,25.0,37.5,0,1
@@ edu.stanford.nlp.ling.tokensregex.NodePattern$ConjNodePattern.match,7,8,6,3,3,50.0,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger$StringTriggerCandidate.<init>,10,13,11,6,9,54.54545454545454,81.81818181818183,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern.match,10,13,43,8,15,18.6046511627907,34.883720930232556,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringMatchResultExtractor.apply,6,7,18,4,4,22.22222222222222,22.22222222222222,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.create,6,7,16,4,8,25.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.create,8,10,20,6,10,30.0,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.lambda$updateExtractRule$0,6,8,13,4,6,30.76923076923077,46.15384615384615,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationRegexPattern.match,4,4,5,2,2,40.0,40.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationRegexPattern.matchWithResult,6,7,8,3,4,37.5,50.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchAction$NextMatchAction.apply,6,7,6,3,4,50.0,66.66666666666666,0,1
