@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator.<init>,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator.doIntegrate,6,7,22,3,5,13.636363636363635,22.727272727272727,0,3
@@ org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator.stage,5,5,18,2,4,11.11111111111111,22.22222222222222,0,1
@@ org.apache.commons.math3.analysis.integration.TrapezoidIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.math3.analysis.integration.TrapezoidIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.math3.analysis.integration.TrapezoidIntegrator.stage,7,8,25,3,5,12.0,20.0,0,1
@@ org.apache.commons.math3.analysis.integration.TrapezoidIntegrator.doIntegrate,7,9,22,5,8,22.727272727272727,36.36363636363637,0,3
@@ org.apache.commons.math3.analysis.integration.SimpsonIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.math3.analysis.integration.SimpsonIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.math3.analysis.integration.SimpsonIntegrator.doIntegrate,9,12,30,6,9,20.0,30.0,0,3
@@ org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator.<init>,8,11,19,5,5,26.31578947368421,26.31578947368421,0,1
@@ org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator.doIntegrate,6,7,22,3,5,13.636363636363635,22.727272727272727,0,2
@@ org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator.stage,8,9,32,5,11,15.625,34.375,0,6
@@ org.apache.commons.math3.analysis.integration.RombergIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.math3.analysis.integration.RombergIntegrator.<init>,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.math3.analysis.integration.RombergIntegrator.doIntegrate,10,13,37,7,11,18.91891891891892,29.72972972972973,0,6
@@ org.apache.commons.math3.analysis.integration.BaseAbstractUnivariateIntegrator.<init>,6,7,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory.getRule,6,7,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory.getRuleInternal,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory.addRule,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory.convertToDouble,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.integration.gauss.LegendreRuleFactory.computeRule,34,45,136,36,61,26.47058823529412,44.85294117647059,0,101
@@ org.apache.commons.math3.analysis.integration.gauss.HermiteRuleFactory.computeRule,34,45,135,36,61,26.666666666666668,45.18518518518518,0,101
@@ org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorFactory.transform,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.integration.gauss.SymmetricGaussIntegrator.integrate,9,11,31,6,11,19.35483870967742,35.483870967741936,0,3
@@ org.apache.commons.math3.analysis.integration.gauss.GaussIntegrator.<init>,4,4,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.math3.analysis.integration.gauss.GaussIntegrator.integrate,5,5,20,2,4,10.0,20.0,0,2
@@ org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionRuleFactory.computeRule,35,46,166,33,53,19.879518072289155,31.92771084337349,0,129
@@ org.apache.commons.math3.analysis.solvers.MullerSolver2.doSolve,24,33,118,29,51,24.576271186440678,43.22033898305085,0,47
@@ org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver.<init>,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver.<init>,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver.<init>,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver.doSolve,59,87,317,143,226,45.110410094637224,71.29337539432177,0,283
@@ org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver.guessX,11,13,41,7,12,17.073170731707318,29.268292682926827,0,4
@@ org.apache.commons.math3.analysis.solvers.LaguerreSolver.doSolve,12,16,41,6,10,14.634146341463413,24.390243902439025,0,1
@@ org.apache.commons.math3.analysis.solvers.LaguerreSolver.laguerre,9,11,42,6,12,14.285714285714285,28.57142857142857,0,3
@@ org.apache.commons.math3.analysis.solvers.BrentSolver.doSolve,12,16,41,6,10,14.634146341463413,24.390243902439025,0,2
@@ org.apache.commons.math3.analysis.solvers.BrentSolver.brent,31,45,229,85,153,37.117903930131,66.8122270742358,0,183
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.solve,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.solve,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.forceSide,25,36,116,61,87,52.58620689655172,75.0,0,70
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.bracket,13,19,51,9,15,17.647058823529413,29.411764705882355,0,9
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.isBracketing,10,14,14,7,10,50.0,71.42857142857143,0,1
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.isSequence,6,7,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.verifyInterval,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.solvers.UnivariateSolverUtils.verifyBracketing,6,7,14,3,4,21.428571428571427,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.solvers.BaseSecantSolver.doSolve,52,80,160,55,93,34.375,58.12500000000001,0,110
@@ org.apache.commons.math3.analysis.solvers.MullerSolver.doSolve,10,13,38,5,8,13.157894736842104,21.052631578947366,0,2
@@ org.apache.commons.math3.analysis.solvers.MullerSolver.solve,34,47,200,77,141,38.5,70.5,0,261
@@ org.apache.commons.math3.analysis.solvers.SecantSolver.doSolve,13,17,41,6,11,14.634146341463413,26.82926829268293,0,15
@@ org.apache.commons.math3.analysis.solvers.LaguerreSolver$ComplexSolver.isRoot,8,10,23,4,6,17.391304347826086,26.08695652173913,0,1
@@ org.apache.commons.math3.analysis.solvers.LaguerreSolver$ComplexSolver.solveAll,15,19,46,9,15,19.565217391304348,32.608695652173914,0,4
@@ org.apache.commons.math3.analysis.solvers.LaguerreSolver$ComplexSolver.solve,20,26,88,24,36,27.27272727272727,40.909090909090914,0,27
@@ org.apache.commons.math3.analysis.solvers.BisectionSolver.doSolve,7,8,25,4,10,16.0,40.0,0,3
@@ org.apache.commons.math3.analysis.solvers.NewtonRaphsonSolver.doSolve,5,5,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.analysis.solvers.RiddersSolver.doSolve,20,27,89,22,39,24.719101123595504,43.82022471910113,0,21
@@ org.apache.commons.math3.analysis.solvers.NewtonSolver.doSolve,5,5,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.math3.analysis.function.HarmonicOscillator$Parametric.validateParameters,6,7,5,3,4,60.0,80.0,0,0
@@ org.apache.commons.math3.analysis.function.HarmonicOscillator.value,6,7,19,3,6,15.789473684210526,31.57894736842105,0,1
@@ org.apache.commons.math3.analysis.function.Logit$Parametric.validateParameters,6,7,5,3,4,60.0,80.0,0,0
@@ org.apache.commons.math3.analysis.function.Logit.value,5,6,14,3,5,21.428571428571427,35.714285714285715,0,1
@@ org.apache.commons.math3.analysis.function.Logit.value,15,20,56,8,15,14.285714285714285,26.785714285714285,0,5
@@ org.apache.commons.math3.analysis.function.StepFunction.<init>,10,14,17,6,10,35.294117647058826,58.82352941176471,0,1
@@ org.apache.commons.math3.analysis.function.StepFunction.value,7,8,15,3,4,20.0,26.666666666666668,0,1
@@ org.apache.commons.math3.analysis.function.Gaussian$Parametric.validateParameters,8,10,8,4,6,50.0,75.0,0,1
@@ org.apache.commons.math3.analysis.function.Sigmoid$Parametric.validateParameters,6,7,5,3,4,60.0,80.0,0,0
@@ org.apache.commons.math3.analysis.function.Logistic$Parametric.validateParameters,8,10,8,4,6,50.0,75.0,0,1
@@ org.apache.commons.math3.analysis.function.Sinc.value,7,8,9,4,5,44.44444444444444,55.55555555555556,0,0
@@ org.apache.commons.math3.analysis.function.Sinc.value,32,42,102,26,41,25.49019607843137,40.19607843137255,0,27
@@ org.apache.commons.math3.analysis.function.Gaussian.<init>,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.math3.analysis.function.Gaussian.value,16,21,59,16,28,27.11864406779661,47.45762711864407,0,15
@@ org.apache.commons.math3.analysis.function.Logistic.<init>,4,4,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.math3.analysis.function.Sigmoid.value,14,17,54,9,17,16.666666666666664,31.48148148148148,0,11
@@ org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$3.value,21,27,96,21,35,21.875,36.45833333333333,0,20
@@ org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$1.value,7,8,32,3,5,9.375,15.625,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.<init>,6,7,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.<init>,4,4,12,2,2,16.666666666666664,16.666666666666664,0,0
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.multiply,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.divide,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.negate,5,5,15,2,4,13.333333333333334,26.666666666666668,0,2
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.abs,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.copySign,7,10,10,6,10,60.0,100.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.copySign,7,10,10,6,10,60.0,100.0,0,0
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.scalb,5,5,16,2,4,12.5,25.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.hypot,12,17,36,7,14,19.444444444444446,38.88888888888889,0,2
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.compose,4,4,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.toDegrees,5,5,15,2,4,13.333333333333334,26.666666666666668,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.toRadians,5,5,15,2,4,13.333333333333334,26.666666666666668,0,1
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.linearCombination,11,13,39,6,10,15.384615384615385,25.64102564102564,0,5
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.linearCombination,8,9,28,4,7,14.285714285714285,25.0,0,3
@@ org.apache.commons.math3.analysis.differentiation.DerivativeStructure.equals,11,15,23,6,10,26.08695652173913,43.47826086956522,0,2
@@ org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator$2.value,15,19,66,15,23,22.727272727272727,34.84848484848485,0,11
@@ org.apache.commons.math3.analysis.differentiation.JacobianFunction.value,11,13,36,7,12,19.444444444444446,33.33333333333333,0,4
@@ org.apache.commons.math3.analysis.differentiation.GradientFunction.value,8,9,26,4,7,15.384615384615385,26.923076923076923,0,3
@@ org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator.<init>,8,10,27,4,6,14.814814814814813,22.22222222222222,0,0
@@ org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator.evaluate,14,17,67,11,20,16.417910447761194,29.850746268656714,0,14
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.getCompiler,31,43,99,24,38,24.242424242424242,38.38383838383838,0,34
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compileSizes,7,8,18,3,6,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compileDerivativesIndirection,11,14,36,6,11,16.666666666666664,30.555555555555557,0,4
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compileLowerIndirection,8,10,22,4,7,18.181818181818183,31.818181818181817,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compileMultiplicationIndirection,22,30,75,15,24,20.0,32.0,0,33
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compileCompositionIndirection,42,57,160,38,60,23.75,37.5,0,162
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.getPartialDerivativeIndex,4,4,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.getPartialDerivativeIndex,9,11,30,6,13,20.0,43.333333333333336,0,5
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.linearCombination,5,5,16,2,4,12.5,25.0,0,2
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.linearCombination,5,5,19,2,4,10.526315789473683,21.052631578947366,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.linearCombination,5,5,22,2,4,9.090909090909092,18.181818181818183,0,3
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.add,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.subtract,5,5,14,2,4,14.285714285714285,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.multiply,8,9,33,4,7,12.121212121212121,21.21212121212121,0,5
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.remainder,5,5,15,2,4,13.333333333333334,26.666666666666668,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.pow,13,17,43,6,13,13.953488372093023,30.23255813953488,0,4
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.pow,8,9,35,4,7,11.428571428571429,20.0,0,3
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.pow,15,19,66,7,13,10.606060606060606,19.696969696969695,0,5
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.rootN,10,12,40,5,11,12.5,27.500000000000004,0,4
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.log,6,7,26,3,6,11.538461538461538,23.076923076923077,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.log1p,6,7,26,3,6,11.538461538461538,23.076923076923077,0,2
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.log10,6,7,26,3,6,11.538461538461538,23.076923076923077,0,2
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.cos,6,7,24,3,6,12.5,25.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.sin,6,7,24,3,6,12.5,25.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.tan,15,20,61,16,28,26.229508196721312,45.90163934426229,0,18
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.acos,15,20,67,18,30,26.865671641791046,44.776119402985074,0,14
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.asin,15,20,67,18,30,26.865671641791046,44.776119402985074,0,19
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.atan,15,20,67,18,30,26.865671641791046,44.776119402985074,0,17
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.atan2,13,16,51,6,11,11.76470588235294,21.568627450980394,0,3
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.cosh,6,7,24,3,6,12.5,25.0,0,1
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.sinh,6,7,24,3,6,12.5,25.0,0,2
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.tanh,15,20,61,16,28,26.229508196721312,45.90163934426229,0,17
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.acosh,15,20,67,18,30,26.865671641791046,44.776119402985074,0,15
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.asinh,15,20,67,18,30,26.865671641791046,44.776119402985074,0,17
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.atanh,15,20,67,18,30,26.865671641791046,44.776119402985074,0,19
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.compose,11,13,47,6,10,12.76595744680851,21.27659574468085,0,9
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.taylor,10,12,37,7,14,18.91891891891892,37.83783783783784,0,8
@@ org.apache.commons.math3.analysis.differentiation.DSCompiler.checkCompatibility,6,7,24,3,4,12.5,16.666666666666664,0,1
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.<init>,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.getCoefficients,4,4,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.evaluate,4,4,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.evaluateInternal,16,20,82,21,37,25.609756097560975,45.1219512195122,0,21
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.computeCoefficients,22,28,93,21,34,22.58064516129032,36.55913978494624,0,28
@@ org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm.verifyInterpolationArray,6,7,13,3,4,23.076923076923077,30.76923076923077,0,0
