@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ edu.stanford.nlp.ling.CoreLabel.toString,43,69,113,112,99.11504424778761,0,2
@@ edu.stanford.nlp.ling.WordTag.toString,4,4,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.WordTag.setFromString,5,5,7,7,100.0,0,1
@@ edu.stanford.nlp.ling.WordTag.equals,16,23,39,39,100.0,0,1
@@ edu.stanford.nlp.ling.WordTag.hashCode,8,9,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.WordTag.compareTo,11,14,15,15,100.0,0,1
@@ edu.stanford.nlp.ling.WordTagFactory.newLabel,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.WordTagFactory.newLabelFromString,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.WordTagFactory.newLabel,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toTaggedList,7,8,16,12,75.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toUntaggedList,5,5,2,2,100.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.toUntaggedList,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toWordList,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toCoreLabelList,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.toCoreLabelList,11,14,17,17,100.0,0,0
@@ edu.stanford.nlp.ling.SentenceUtils.listToString,7,8,10,10,100.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.listToString,7,8,9,9,100.0,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.listToOriginalTextString,22,31,31,28,90.32258064516128,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.wordToString,29,44,57,50,87.71929824561403,0,1
@@ edu.stanford.nlp.ling.SentenceUtils.extractNgram,14,19,30,25,83.33333333333334,0,1
@@ edu.stanford.nlp.ling.CategoryWordTag.<init>,6,7,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.CategoryWordTag.toString,13,20,20,20,100.0,0,0
@@ edu.stanford.nlp.ling.CategoryWordTag.toString,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.label,5,5,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.setLabels,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.addLabel,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.BasicDatum.equals,4,4,5,5,100.0,0,1
@@ edu.stanford.nlp.ling.CoreLabel$CoreLabelFactory.newLabel,14,19,25,25,100.0,0,0
@@ edu.stanford.nlp.ling.TaggedWordFactory.newLabel,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.TaggedWordFactory.newLabelFromString,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.RVFDatum.<init>,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.RVFDatum.equals,6,7,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.WordLemmaTagFactory.newLabel,6,7,7,7,100.0,0,0
@@ edu.stanford.nlp.ling.WordLemmaTagFactory.newLabelFromString,6,7,12,12,100.0,0,1
@@ edu.stanford.nlp.ling.IndexedWord.<init>,6,7,12,12,100.0,0,1
@@ edu.stanford.nlp.ling.IndexedWord.makeSoftCopy,4,4,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.IndexedWord.pseudoPosition,4,4,7,7,100.0,0,0
@@ edu.stanford.nlp.ling.IndexedWord.toCopyIndex,6,7,13,13,100.0,0,0
@@ edu.stanford.nlp.ling.IndexedWord.isCopy,11,15,20,20,100.0,0,0
@@ edu.stanford.nlp.ling.IndexedWord.equals,18,26,44,44,100.0,0,0
@@ edu.stanford.nlp.ling.IndexedWord.hashCode,12,16,34,17,50.0,0,1
@@ edu.stanford.nlp.ling.IndexedWord.compareTo,21,30,43,43,100.0,0,0
@@ edu.stanford.nlp.ling.StringLabel.<init>,4,4,4,4,100.0,0,1
@@ edu.stanford.nlp.ling.AnnotationLookup.toCoreKey,7,8,5,5,100.0,0,1
@@ edu.stanford.nlp.ling.AnnotationLookup.getValueType,4,4,6,5,83.33333333333334,0,1
@@ edu.stanford.nlp.ling.MultiTokenTag.isStart,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.MultiTokenTag.isEnd,5,5,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.MultiTokenTag.equals,11,15,27,27,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,6,7,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,4,4,6,6,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NumericAnnotationPattern.match,4,4,6,6,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.<init>,7,9,16,16,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.build,22,31,82,60,73.17073170731707,0,5
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$RepeatPatternExpr.toString,4,4,6,6,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.assignGroupIds,4,4,10,9,90.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.updateBindings,4,4,11,11,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupPatternExpr.toString,6,7,15,15,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$FilterExtractRule.extract,4,4,10,10,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.<init>,7,8,12,8,66.66666666666666,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.extract,7,8,13,11,84.61538461538461,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringPatternExtractRule.apply,6,7,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.<init>,10,13,11,11,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.appendRules,25,36,67,61,91.04477611940298,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.collapse,20,29,72,17,23.61111111111111,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.createExtractorFromFiles,11,14,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.getValue,4,4,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractCoreMapsToList,5,5,2,2,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractCoreMapsMergedWithTokens,4,4,8,7,87.5,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.flatten,8,9,10,10,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.cleanupTags,11,14,18,18,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.cleanupTags,11,14,19,19,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.applyCompositeRule,19,27,49,31,63.26530612244898,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.extractExpressions,16,22,65,39,60.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.annotateExpressions,12,16,22,22,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.annotateExpressions,10,13,17,17,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapExpressionExtractor.filterInvalidExpressions,15,20,25,18,72.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NilAnnotationPattern.match,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$AnnotationExtractRuleCreator.create,4,4,5,5,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$AnnotationExtractRuleCreator.create,4,4,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ProcessTokensRegexRequest.matchPattern,13,16,40,28,70.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ProcessTokensRegexRequest.processRequest,5,5,3,3,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiPatternMatcher$BasicSequencePatternTrigger.apply,7,8,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$SequenceMatchedExpressionExtractor.apply,8,10,19,19,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createRule,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createExtractionRule,7,9,15,12,80.0,0,3
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.createExtractionRule,7,9,18,13,72.22222222222221,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules.lookupExtractRuleCreator,8,11,14,14,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationPattern.match,6,7,14,10,71.42857142857143,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.<init>,15,19,31,31,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.apply,15,21,27,27,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger.lambda$new$0,8,10,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.NodePattern.matchWithResult,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$NodePatternState.match,13,18,42,42,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.isEmpty,5,5,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.contains,12,15,18,18,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.containsAll,7,8,4,4,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.addAll,7,8,6,4,66.66666666666666,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseStringCollection.removeAll,7,8,6,4,66.66666666666666,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePattern$AttributesEqualMatchChecker.matches,10,13,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiNodePattern$IntersectMultiNodePattern.match,12,16,18,11,61.111111111111114,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$AttributesEqualMatchChecker.matches,10,13,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.condense,26,35,36,36,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getParents,6,7,14,7,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getParents,8,10,26,14,53.84615384615385,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchState,8,10,20,10,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchState,8,10,22,18,81.81818181818183,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedGroups,7,9,12,11,91.66666666666666,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedGroup,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setGroupStart,6,7,13,13,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setGroupEnd,9,12,29,29,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.clearGroupStart,5,6,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedResults,7,9,12,11,91.66666666666666,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchedResult,4,4,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setMatchedResult,6,7,13,13,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getBranchId,12,16,33,28,84.84848484848484,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchStateInfo,7,9,12,11,91.66666666666666,0,2
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.getMatchStateInfo,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.removeMatchStateInfo,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.startMatchedCountInc,5,5,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.endMatchedCountInc,6,7,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.setMatchedInterval,5,5,6,6,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$BranchStates.mergeBranchStates,15,20,35,35,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupEndState.match,8,9,23,23,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.<init>,8,10,18,10,55.55555555555556,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.<init>,8,10,19,11,57.89473684210527,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern$StringSequenceAnnotationPattern.match,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.TokenSequencePattern.compile,5,5,5,5,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.split,11,13,23,23,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.match,18,23,30,21,70.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.compareMatches,11,14,36,26,72.22222222222221,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.getMatchIndex,7,8,22,15,68.18181818181817,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.getMatchIndices,7,8,24,17,70.83333333333334,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.selectMatchIndex,30,41,97,51,52.57731958762887,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.setMatchedGroups,14,20,37,35,94.5945945945946,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.isAllMatch,10,12,15,12,80.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.isMatch,5,5,2,2,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher$MatchedStates.addStates,5,5,7,6,85.71428571428571,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.<init>,4,4,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceAllExtended,8,9,15,12,80.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceFirstExtended,7,8,14,13,92.85714285714286,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceAll,5,5,12,9,75.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.replaceFirst,4,4,11,10,90.9090909090909,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,5,6,13,13,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,13,17,22,17,77.27272727272727,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find0,15,19,39,28,71.7948717948718,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findNextNonOverlapping,4,4,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findNextAll,12,17,37,37,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.find,5,6,13,13,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStart,5,6,17,17,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStartNoBacktracking,13,19,27,22,81.48148148148148,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.findMatchStartBacktracking,23,34,47,42,89.36170212765957,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.matches,8,10,17,16,94.11764705882352,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.clearMatched,9,11,28,20,71.42857142857143,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.getStateMessage,6,7,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.region,10,14,31,31,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.toBasicSequenceMatchResult,5,6,10,10,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.start,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.end,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupNodes,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupValue,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupInfo,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupMatchResults,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.groupMatchResult,5,6,12,12,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.nodeMatchResult,5,6,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatcher.getMatchedSignature,7,8,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.NodePattern$ConjNodePattern.match,7,8,6,5,83.33333333333334,0,1
@@ edu.stanford.nlp.ling.tokensregex.CoreMapNodePatternTrigger$StringTriggerCandidate.<init>,10,13,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiCoreMapNodePattern.match,10,13,43,32,74.4186046511628,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$StringMatchResultExtractor.apply,6,7,18,17,94.44444444444444,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.create,6,7,16,12,75.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.create,8,10,20,16,80.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$CompositeExtractRuleCreator.lambda$updateExtractRule$0,6,8,13,13,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationRegexPattern.match,4,4,5,5,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$StringAnnotationRegexPattern.matchWithResult,6,7,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchAction$NextMatchAction.apply,6,7,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$NotNilAnnotationPattern.match,5,5,2,2,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.PhraseTable$PhraseTableIterator.hasNext,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$GroupStartState.match,4,4,11,11,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$IntegerAnnotationPattern.match,5,5,6,6,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$AbstractStringAnnotationPattern.ignoreCase,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$AbstractStringAnnotationPattern.normalize,5,5,4,4,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.ComplexNodePattern$AbstractStringAnnotationPattern.getNormalized,6,7,10,5,50.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$ListExtractRule.extract,7,8,8,6,75.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequenceMatchRules$ListExtractRule.ruleList,15,19,30,26,86.66666666666667,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern.transform,4,4,8,8,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern.findNodePattern,14,19,23,23,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern.findNodePatterns,21,31,39,39,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.setMatchType,6,7,10,10,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.markTargetString,27,38,68,30,44.11764705882353,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.findTargetStringOffsetsExct,21,31,69,35,50.72463768115942,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.getRegex,7,8,7,7,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.getPattern,4,4,7,6,85.71428571428571,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.getRegex,9,13,28,23,82.14285714285714,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.getExctWsRegex,12,15,12,12,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.getLnrmRegex,8,9,9,6,66.66666666666666,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.findTargetStringOffsetsRegex,6,7,13,13,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.findOffsets,22,32,53,29,54.71698113207547,0,1
@@ edu.stanford.nlp.ling.tokensregex.MultiWordStringMatcher.findTargetStringOffsets,4,4,15,15,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.CoreMapSequenceMatchAction$MergeAction.apply,27,38,178,86,48.31460674157304,0,1
@@ edu.stanford.nlp.ling.tokensregex.NodePattern$DisjNodePattern.match,7,8,6,5,83.33333333333334,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.getDefaultTokensAggregator,11,15,28,26,92.85714285714286,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.bindStringRegex,4,4,9,9,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.Env.expandStringRegex,5,5,4,1,25.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.bind,5,5,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.getNodePattern,14,19,23,23,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.getSequencePatternExpr,15,20,20,20,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.Env.push,6,7,15,11,73.33333333333333,0,1
@@ edu.stanford.nlp.ling.tokensregex.Env.pop,7,9,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.Env.peek,7,9,9,9,100.0,0,0
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$ConjEndState.match,7,9,22,22,100.0,0,1
@@ edu.stanford.nlp.ling.tokensregex.SequencePattern$ConjStartState.match,8,10,17,15,88.23529411764706,0,0
