@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.codec.language.Metaphone.metaphone,116,193,550,224,411,40.72727272727273,74.72727272727273,2,2905
@@ org.apache.commons.codec.language.Metaphone.isVowel,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.codec.language.Metaphone.isPreviousChar,8,10,14,4,7,28.57142857142857,50.0,0,1
@@ org.apache.commons.codec.language.Metaphone.isNextChar,8,10,14,4,7,28.57142857142857,50.0,0,1
@@ org.apache.commons.codec.language.Metaphone.regionMatch,5,6,13,3,5,23.076923076923077,38.46153846153847,0,1
@@ org.apache.commons.codec.language.Metaphone.isLastChar,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.codec.language.Metaphone.encode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone,59,93,1724,806,1047,46.75174013921114,60.730858468677496,3,3336
@@ org.apache.commons.codec.language.DoubleMetaphone.encode,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleAEIOUY,4,4,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleC,31,46,97,20,34,20.618556701030926,35.051546391752574,0,10
@@ org.apache.commons.codec.language.DoubleMetaphone.handleCC,11,15,27,7,12,25.925925925925924,44.44444444444444,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleCH,14,19,32,8,12,25.0,37.5,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleD,9,11,24,4,6,16.666666666666664,25.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleG,41,65,128,32,54,25.0,42.1875,0,17
@@ org.apache.commons.codec.language.DoubleMetaphone.handleGH,25,39,67,21,32,31.343283582089555,47.76119402985074,0,6
@@ org.apache.commons.codec.language.DoubleMetaphone.handleH,7,9,19,5,7,26.31578947368421,36.84210526315789,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleJ,27,42,76,22,35,28.947368421052634,46.05263157894737,0,7
@@ org.apache.commons.codec.language.DoubleMetaphone.handleL,7,8,17,3,4,17.647058823529413,23.52941176470588,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleP,8,9,16,3,4,18.75,25.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleR,11,15,23,7,12,30.434782608695656,52.17391304347826,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleS,35,50,83,22,35,26.506024096385545,42.168674698795186,0,12
@@ org.apache.commons.codec.language.DoubleMetaphone.handleSC,15,21,35,8,16,22.857142857142858,45.714285714285715,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleT,18,25,41,10,18,24.390243902439025,43.90243902439025,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleW,19,28,57,14,22,24.561403508771928,38.59649122807017,0,3
@@ org.apache.commons.codec.language.DoubleMetaphone.handleX,12,16,24,7,11,29.166666666666668,45.83333333333333,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleZ,14,19,33,8,14,24.242424242424242,42.42424242424242,0,3
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionC0,15,21,27,9,14,33.33333333333333,51.85185185185185,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionCH0,9,12,12,6,8,50.0,66.66666666666666,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionCH1,12,19,28,10,16,35.714285714285715,57.14285714285714,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionL0,9,13,18,8,10,44.44444444444444,55.55555555555556,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionM0,9,12,18,5,8,27.77777777777778,44.44444444444444,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.isSlavoGermanic,8,11,8,5,8,62.5,100.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.isVowel,5,5,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.isSilentStart,7,8,18,5,10,27.77777777777778,55.55555555555556,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.cleanInput,6,7,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.charAt,5,6,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.contains,9,12,29,7,15,24.137931034482758,51.724137931034484,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary,4,4,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary,5,5,11,2,2,18.181818181818183,18.181818181818183,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate,5,5,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.isComplete,6,7,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.encode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.getMappingCode,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.soundex,14,18,31,8,14,25.806451612903224,45.16129032258064,0,4
@@ org.apache.commons.codec.language.Soundex.encode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.language.Soundex.getMappingCode,10,16,22,9,16,40.909090909090914,72.72727272727273,0,2
@@ org.apache.commons.codec.language.Soundex.map,5,6,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.codec.language.Soundex.soundex,14,20,40,12,26,30.0,65.0,0,11
@@ org.apache.commons.codec.binary.BinaryCodec.encode,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.codec.binary.BinaryCodec.decode,10,13,12,5,8,41.66666666666667,66.66666666666666,0,1
@@ org.apache.commons.codec.binary.BinaryCodec.toByteArray,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.binary.BinaryCodec.fromAscii,13,17,41,12,21,29.268292682926827,51.21951219512195,0,5
@@ org.apache.commons.codec.binary.BinaryCodec.fromAscii,13,17,41,12,21,29.268292682926827,51.21951219512195,0,6
@@ org.apache.commons.codec.binary.BinaryCodec.toAsciiBytes,14,18,47,12,21,25.53191489361702,44.680851063829785,0,5
@@ org.apache.commons.codec.binary.BinaryCodec.toAsciiChars,14,18,47,12,21,25.53191489361702,44.680851063829785,0,16
@@ org.apache.commons.codec.binary.Hex.decodeHex,7,8,16,3,5,18.75,31.25,0,1
@@ org.apache.commons.codec.binary.Hex.toDigit,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.codec.binary.Hex.encodeHex,5,5,14,2,4,14.285714285714285,28.57142857142857,0,2
@@ org.apache.commons.codec.binary.Hex.decode,5,5,3,2,3,66.66666666666666,100.0,0,2
@@ org.apache.commons.codec.binary.Hex.encode,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.codec.binary.Base64.isBase64,7,9,8,4,6,50.0,75.0,0,1
@@ org.apache.commons.codec.binary.Base64.isArrayByteBase64,9,11,16,6,12,37.5,75.0,0,3
@@ org.apache.commons.codec.binary.Base64.decode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.binary.Base64.encodeBase64,43,59,109,42,60,38.53211009174312,55.04587155963303,0,66
@@ org.apache.commons.codec.binary.Base64.decodeBase64,18,25,59,15,26,25.423728813559322,44.06779661016949,0,17
@@ org.apache.commons.codec.binary.Base64.discardWhitespace,8,9,23,5,12,21.73913043478261,52.17391304347826,0,3
@@ org.apache.commons.codec.binary.Base64.discardNonBase64,7,8,23,5,12,21.73913043478261,52.17391304347826,0,3
@@ org.apache.commons.codec.binary.Base64.encode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.codec.binary.Base64.encodeInteger,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.codec.binary.Base64.toIntegerBytes,7,9,17,5,7,29.411764705882355,41.17647058823529,0,1
