@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.jsoup.parser.TokenQueue.consume,9,11,20,16,80.0,0,0
@@ org.jsoup.parser.TokenQueue.consumeToAny,6,7,11,11,100.0,0,0
@@ org.jsoup.parser.TokenQueue.consumeWhitespace,6,7,11,9,81.81818181818183,0,1
@@ org.jsoup.parser.TokenQueue.consumeWord,6,7,12,12,100.0,0,1
@@ org.jsoup.parser.TokenQueue.consumeCssIdentifier,8,11,20,8,40.0,0,0
@@ org.jsoup.parser.TokenQueue.consumeAttributeKey,7,9,14,14,100.0,0,1
@@ org.jsoup.parser.TokenQueue.remainder,5,5,7,7,100.0,0,0
@@ org.jsoup.parser.Tag.valueOf,4,4,7,6,85.71428571428571,0,0
@@ org.jsoup.parser.Tag.canContain,31,51,82,82,100.0,0,2
@@ org.jsoup.parser.Tag.isInline,5,5,4,4,100.0,0,1
@@ org.jsoup.parser.Tag.isData,6,7,6,6,100.0,0,0
@@ org.jsoup.parser.Tag.getImplicitParent,5,5,6,6,100.0,0,1
@@ org.jsoup.parser.Tag.isValidParent,9,11,13,13,100.0,0,1
@@ org.jsoup.parser.Tag.equals,22,32,67,67,100.0,0,2
@@ org.jsoup.parser.Tag.hashCode,20,25,31,31,100.0,0,1
@@ org.jsoup.parser.Tag.setAncestor,7,8,17,13,76.47058823529412,0,1
@@ org.jsoup.parser.Parser.<init>,5,5,8,8,100.0,0,0
@@ org.jsoup.parser.Parser.parseComment,4,4,7,6,85.71428571428571,0,1
@@ org.jsoup.parser.Parser.parseEndTag,4,4,4,4,100.0,0,0
@@ org.jsoup.parser.Parser.parseStartTag,22,31,61,57,93.44262295081968,0,1
@@ org.jsoup.parser.Parser.parseAttribute,16,22,45,41,91.11111111111111,0,1
@@ org.jsoup.parser.Parser.addChildToParent,10,13,30,30,100.0,0,0
@@ org.jsoup.parser.Parser.stackHasValidParent,10,13,24,19,79.16666666666666,0,1
@@ org.jsoup.parser.Parser.popStackToClose,14,19,43,23,53.48837209302325,0,1
@@ org.jsoup.safety.Whitelist$TypedValue.hashCode,5,5,7,7,100.0,0,0
@@ org.jsoup.safety.Whitelist$TypedValue.equals,13,18,27,27,100.0,0,1
@@ org.jsoup.safety.Whitelist.addTags,5,5,12,8,66.66666666666666,0,0
@@ org.jsoup.safety.Whitelist.addAttributes,8,9,25,21,84.0,0,1
@@ org.jsoup.safety.Whitelist.addEnforcedAttribute,5,5,17,17,100.0,0,0
@@ org.jsoup.safety.Whitelist.addProtocols,11,13,37,23,62.16216216216216,0,0
@@ org.jsoup.safety.Whitelist.isSafeAttribute,16,22,45,45,100.0,0,0
@@ org.jsoup.safety.Whitelist.testValidProtocol,7,8,7,7,100.0,0,1
@@ org.jsoup.safety.Whitelist.getEnforcedAttributes,6,7,14,14,100.0,0,0
@@ org.jsoup.safety.Cleaner.isValid,5,5,2,2,100.0,0,0
@@ org.jsoup.safety.Cleaner.copySafeNodes,12,15,31,22,70.96774193548387,0,1
@@ org.jsoup.safety.Cleaner.createSafeElement,8,9,24,21,87.5,0,1
@@ org.jsoup.examples.ListLinks.main,17,21,18,18,100.0,0,1
@@ org.jsoup.examples.ListLinks.trim,4,4,7,7,100.0,0,0
@@ org.jsoup.select.Collector.accumulateMatches,7,8,12,12,100.0,0,1
@@ org.jsoup.select.Selector.select,5,5,6,6,100.0,0,0
@@ org.jsoup.select.Selector.select,15,20,44,44,100.0,0,1
@@ org.jsoup.select.Selector.combinator,11,14,29,25,86.20689655172413,0,0
@@ org.jsoup.select.Selector.findElements,18,25,42,42,100.0,0,1
@@ org.jsoup.select.Selector.byId,4,4,5,5,100.0,0,0
@@ org.jsoup.select.Selector.byAttribute,14,19,49,49,100.0,0,1
@@ org.jsoup.select.Selector.filterForChildren,11,14,16,16,100.0,0,1
@@ org.jsoup.select.Selector.filterForDescendants,12,15,16,16,100.0,0,0
@@ org.jsoup.select.Selector.filterForAdjacentSiblings,13,17,21,21,100.0,0,0
@@ org.jsoup.select.Selector.filterForGeneralSiblings,12,15,20,20,100.0,0,1
@@ org.jsoup.select.Selector.filterForSelf,10,12,14,14,100.0,0,0
@@ org.jsoup.select.Elements.attr,7,8,9,9,100.0,0,0
@@ org.jsoup.select.Elements.hasAttr,7,8,7,7,100.0,0,0
@@ org.jsoup.select.Elements.attr,5,5,6,6,100.0,0,0
@@ org.jsoup.select.Elements.removeAttr,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.addClass,5,5,5,5,100.0,0,1
@@ org.jsoup.select.Elements.removeClass,5,5,5,5,100.0,0,1
@@ org.jsoup.select.Elements.toggleClass,5,5,5,5,100.0,0,1
@@ org.jsoup.select.Elements.hasClass,7,8,7,7,100.0,0,1
@@ org.jsoup.select.Elements.val,4,4,3,3,100.0,0,0
@@ org.jsoup.select.Elements.val,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.text,7,8,9,9,100.0,0,1
@@ org.jsoup.select.Elements.hasText,7,8,5,5,100.0,0,1
@@ org.jsoup.select.Elements.html,7,8,9,9,100.0,0,0
@@ org.jsoup.select.Elements.outerHtml,7,8,9,9,100.0,0,0
@@ org.jsoup.select.Elements.html,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.prepend,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.append,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.wrap,5,5,5,5,100.0,0,0
@@ org.jsoup.select.Elements.eq,4,4,8,8,100.0,0,0
@@ org.jsoup.select.Elements.is,5,5,2,2,100.0,0,0
@@ org.jsoup.select.Elements.first,5,5,6,6,100.0,0,0
@@ org.jsoup.select.Elements.last,5,5,6,6,100.0,0,0
