@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.joda.time.DateMidnight.minusYears,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.DateMidnight.minusMonths,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.DateMidnight.minusWeeks,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.DateMidnight.minusDays,4,4,5,2,2,40.0,40.0,0,2
@@ org.joda.time.DateMidnight.property,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.joda.time.TimeOfDay.fromCalendarFields,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.joda.time.TimeOfDay.fromDateFields,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.TimeOfDay.getField,7,10,10,5,5,50.0,50.0,0,1
@@ org.joda.time.TimeOfDay.withChronologyRetainFields,4,4,7,2,2,28.57142857142857,28.57142857142857,0,3
@@ org.joda.time.TimeOfDay.withField,4,4,10,2,2,20.0,20.0,0,2
@@ org.joda.time.TimeOfDay.withFieldAdded,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.joda.time.TimeOfDay.withPeriodAdded,10,13,31,6,14,19.35483870967742,45.16129032258064,0,15
@@ org.joda.time.PeriodType.standard,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.yearMonthDayTime,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.yearMonthDay,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.yearWeekDayTime,4,4,4,2,2,50.0,50.0,0,3
@@ org.joda.time.PeriodType.yearWeekDay,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.yearDayTime,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.yearDay,4,4,4,2,2,50.0,50.0,0,6
@@ org.joda.time.PeriodType.dayTime,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.time,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.years,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.months,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.weeks,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.days,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.hours,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.minutes,4,4,4,2,2,50.0,50.0,0,6
@@ org.joda.time.PeriodType.seconds,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.millis,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.PeriodType.forFields,36,52,123,57,93,46.34146341463415,75.60975609756098,0,72
@@ org.joda.time.PeriodType.isSupported,5,5,4,2,2,50.0,50.0,0,1
@@ org.joda.time.PeriodType.indexOf,7,8,20,5,10,25.0,50.0,0,3
@@ org.joda.time.PeriodType.getIndexedField,5,5,4,2,3,50.0,75.0,0,1
@@ org.joda.time.PeriodType.setIndexedField,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.PeriodType.addIndexedField,6,7,10,3,4,30.0,40.0,0,0
@@ org.joda.time.PeriodType.withFieldRemoved,22,29,81,17,38,20.98765432098765,46.913580246913575,0,35
@@ org.joda.time.PeriodType.equals,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.joda.time.PeriodType.hashCode,5,5,16,2,4,12.5,25.0,0,4
@@ org.joda.time.LocalTime$Property.addNoWrapToCopy,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.joda.time.Seconds.seconds,9,14,14,7,7,50.0,50.0,0,1
@@ org.joda.time.Seconds.secondsBetween,5,6,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.joda.time.Seconds.secondsIn,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.Seconds.parseSeconds,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Seconds.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Seconds.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Seconds.minus,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Seconds.dividedBy,4,4,5,2,2,40.0,40.0,0,4
@@ org.joda.time.Seconds.isGreaterThan,10,12,8,4,6,50.0,75.0,0,1
@@ org.joda.time.Seconds.isLessThan,10,12,8,4,6,50.0,75.0,0,1
@@ org.joda.time.Days.days,13,22,22,11,11,50.0,50.0,0,1
@@ org.joda.time.Days.daysBetween,5,6,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.joda.time.Days.daysIn,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.Days.parseDays,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Days.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Days.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Days.minus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Days.dividedBy,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Days.isGreaterThan,10,12,8,4,6,50.0,75.0,0,1
@@ org.joda.time.Days.isLessThan,10,12,8,4,6,50.0,75.0,0,0
@@ org.joda.time.IllegalInstantException.createMessage,5,5,4,2,3,50.0,75.0,0,0
@@ org.joda.time.IllegalInstantException.isIllegalInstant,7,9,7,4,6,57.14285714285714,85.71428571428571,0,0
@@ org.joda.time.Period.fieldDifference,15,21,44,13,28,29.545454545454547,63.63636363636363,0,12
@@ org.joda.time.Period.withPeriodType,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.joda.time.Period.withFields,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Period.withField,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Period.withFieldAdded,6,7,8,3,4,37.5,50.0,0,1
@@ org.joda.time.Period.plus,4,4,21,2,2,9.523809523809524,9.523809523809524,0,1
@@ org.joda.time.Period.plusYears,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.plusMonths,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.plusWeeks,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.plusDays,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.joda.time.Period.plusHours,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.joda.time.Period.plusMinutes,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.plusSeconds,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.plusMillis,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Period.minus,4,4,21,2,2,9.523809523809524,9.523809523809524,0,1
@@ org.joda.time.Period.multipliedBy,8,10,20,4,8,20.0,40.0,0,2
@@ org.joda.time.Period.checkYearsAndMonths,6,7,6,3,4,50.0,66.66666666666666,0,0
@@ org.joda.time.Period.normalizedStandard,10,14,30,11,19,36.666666666666664,63.33333333333333,0,8
@@ org.joda.time.DateTimeFieldType$StandardDateTimeFieldType.equals,9,11,12,4,6,33.33333333333333,50.0,0,1
@@ org.joda.time.DateTimeFieldType$StandardDateTimeFieldType.getField,26,48,71,24,24,33.80281690140845,33.80281690140845,0,4
@@ org.joda.time.DateTimeFieldType$StandardDateTimeFieldType.readResolve,26,48,49,24,24,48.97959183673469,48.97959183673469,0,3
@@ org.joda.time.DateTimeUtils.setCurrentMillisOffset,5,5,4,2,2,50.0,50.0,0,1
@@ org.joda.time.DateTimeUtils.setCurrentMillisProvider,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.checkPermission,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.getInstantMillis,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.getInstantChronology,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.joda.time.DateTimeUtils.getIntervalChronology,8,10,16,6,11,37.5,68.75,0,1
@@ org.joda.time.DateTimeUtils.getIntervalChronology,6,7,6,3,4,50.0,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.getReadableInterval,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.DateTimeUtils.getChronology,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.getZone,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.getPeriodType,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.joda.time.DateTimeUtils.getDurationMillis,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.DateTimeUtils.isContiguous,11,15,26,10,21,38.46153846153847,80.76923076923077,0,6
@@ org.joda.time.Months.months,18,32,32,16,16,50.0,50.0,0,3
@@ org.joda.time.Months.monthsBetween,5,6,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.joda.time.Months.monthsIn,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.Months.parseMonths,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Months.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Months.plus,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Months.minus,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Months.dividedBy,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Months.isGreaterThan,10,12,8,4,6,50.0,75.0,0,1
@@ org.joda.time.Months.isLessThan,10,12,8,4,6,50.0,75.0,0,0
@@ org.joda.time.LocalTime.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalTime.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalTime.fromCalendarFields,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalTime.fromDateFields,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalTime.readResolve,6,7,16,3,4,18.75,25.0,0,1
@@ org.joda.time.LocalTime.getField,7,10,10,5,5,50.0,50.0,0,0
@@ org.joda.time.LocalTime.getValue,7,10,10,5,5,50.0,50.0,0,1
@@ org.joda.time.LocalTime.get,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.joda.time.LocalTime.isSupported,10,13,13,5,8,38.46153846153847,61.53846153846154,0,2
@@ org.joda.time.LocalTime.isSupported,7,9,13,4,7,30.76923076923077,53.84615384615385,0,4
@@ org.joda.time.LocalTime.equals,10,13,25,5,9,20.0,36.0,0,2
@@ org.joda.time.LocalTime.compareTo,12,16,33,6,11,18.181818181818183,33.33333333333333,0,2
@@ org.joda.time.LocalTime.withLocalMillis,5,5,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.joda.time.LocalTime.withFields,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.withField,6,7,10,3,4,30.0,40.0,0,0
@@ org.joda.time.LocalTime.withFieldAdded,8,10,13,4,6,30.76923076923077,46.15384615384615,0,0
@@ org.joda.time.LocalTime.withPeriodAdded,5,6,8,3,5,37.5,62.5,0,0
@@ org.joda.time.LocalTime.plusHours,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.plusMinutes,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalTime.plusSeconds,4,4,5,2,2,40.0,40.0,0,2
@@ org.joda.time.LocalTime.plusMillis,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.minusHours,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.minusMinutes,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.minusSeconds,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.minusMillis,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalTime.property,6,7,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.joda.time.LocalTime.toString,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalTime.toString,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.DurationFieldType$StandardDurationFieldType.equals,9,11,12,4,6,33.33333333333333,50.0,0,0
@@ org.joda.time.DurationFieldType$StandardDurationFieldType.getField,15,26,38,13,13,34.21052631578947,34.21052631578947,0,2
@@ org.joda.time.DurationFieldType$StandardDurationFieldType.readResolve,15,26,39,13,13,33.33333333333333,33.33333333333333,0,2
@@ org.joda.time.Instant.withMillis,5,5,8,2,3,25.0,37.5,0,0
@@ org.joda.time.Instant.withDurationAdded,5,6,8,3,5,37.5,62.5,0,1
@@ org.joda.time.Instant.withDurationAdded,5,6,8,3,5,37.5,62.5,0,1
@@ org.joda.time.Interval.overlap,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.Interval.gap,6,7,14,3,4,21.428571428571427,28.57142857142857,0,1
@@ org.joda.time.Interval.abuts,12,16,18,6,10,33.33333333333333,55.55555555555556,0,2
@@ org.joda.time.Interval.withChronology,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.joda.time.Interval.withStartMillis,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.joda.time.Interval.withEndMillis,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.joda.time.Interval.withDurationAfterStart,4,4,7,2,2,28.57142857142857,28.57142857142857,0,2
@@ org.joda.time.Interval.withDurationBeforeEnd,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.joda.time.Interval.withPeriodAfterStart,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Interval.withPeriodBeforeEnd,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalDate.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalDate.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.LocalDate.fromCalendarFields,7,8,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.joda.time.LocalDate.fromDateFields,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.joda.time.LocalDate.readResolve,6,7,16,3,4,18.75,25.0,0,1
@@ org.joda.time.LocalDate.getField,6,8,8,4,4,50.0,50.0,0,0
@@ org.joda.time.LocalDate.getValue,6,8,8,4,4,50.0,50.0,0,0
@@ org.joda.time.LocalDate.get,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.joda.time.LocalDate.isSupported,7,9,13,4,7,30.76923076923077,53.84615384615385,0,1
@@ org.joda.time.LocalDate.isSupported,7,9,13,4,7,30.76923076923077,53.84615384615385,0,0
@@ org.joda.time.LocalDate.equals,10,13,25,5,9,20.0,36.0,0,3
@@ org.joda.time.LocalDate.hashCode,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalDate.compareTo,12,16,33,6,11,18.181818181818183,33.33333333333333,0,5
@@ org.joda.time.LocalDate.toLocalDateTime,6,7,8,3,4,37.5,50.0,0,1
@@ org.joda.time.LocalDate.toDateTime,7,9,16,5,7,31.25,43.75,0,1
@@ org.joda.time.LocalDate.toDate,11,15,29,6,11,20.689655172413794,37.93103448275862,0,3
@@ org.joda.time.LocalDate.withLocalMillis,5,5,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.joda.time.LocalDate.withFields,4,4,5,2,2,40.0,40.0,0,2
@@ org.joda.time.LocalDate.withField,6,7,10,3,4,30.0,40.0,0,0
@@ org.joda.time.LocalDate.withFieldAdded,8,10,13,4,6,30.76923076923077,46.15384615384615,0,1
@@ org.joda.time.LocalDate.withPeriodAdded,10,13,30,5,12,16.666666666666664,40.0,0,4
@@ org.joda.time.LocalDate.plusYears,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.plusMonths,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.plusWeeks,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalDate.plusDays,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalDate.minusYears,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.minusMonths,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.LocalDate.minusWeeks,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.minusDays,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.property,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.joda.time.LocalDate.toString,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.LocalDate.toString,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.IllegalFieldValueException.createMessage,11,14,19,6,9,31.57894736842105,47.368421052631575,0,2
@@ org.joda.time.IllegalFieldValueException.createMessage,5,5,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.joda.time.IllegalFieldValueException.getIllegalValueAsString,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.joda.time.IllegalFieldValueException.prependMessage,6,7,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.joda.time.DateTimeZone.getDefault,12,16,26,10,17,38.46153846153847,65.38461538461539,0,6
@@ org.joda.time.DateTimeZone.setDefault,6,7,6,4,4,66.66666666666666,66.66666666666666,0,1
@@ org.joda.time.DateTimeZone.forID,13,18,20,8,13,40.0,65.0,0,2
@@ org.joda.time.DateTimeZone.forOffsetHoursMinutes,17,25,29,12,21,41.37931034482759,72.41379310344827,0,4
@@ org.joda.time.DateTimeZone.forOffsetMillis,5,6,6,3,5,50.0,83.33333333333334,0,0
@@ org.joda.time.DateTimeZone.forTimeZone,18,26,39,16,27,41.02564102564102,69.23076923076923,0,4
@@ org.joda.time.DateTimeZone.fixedOffsetZone,9,12,18,6,11,33.33333333333333,61.111111111111114,0,1
@@ org.joda.time.DateTimeZone.setProvider,4,4,4,2,3,50.0,75.0,0,0
@@ org.joda.time.DateTimeZone.setProvider0,11,15,19,7,14,36.84210526315789,73.68421052631578,0,2
@@ org.joda.time.DateTimeZone.getDefaultProvider,8,10,17,8,13,47.05882352941176,76.47058823529412,0,2
@@ org.joda.time.DateTimeZone.setNameProvider,4,4,4,2,3,50.0,75.0,0,0
@@ org.joda.time.DateTimeZone.setNameProvider0,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.DateTimeZone.getDefaultNameProvider,6,7,10,4,7,40.0,70.0,0,0
@@ org.joda.time.DateTimeZone.getConvertedId,4,4,5,2,3,40.0,60.0,0,0
@@ org.joda.time.DateTimeZone.printOffset,9,11,18,5,7,27.77777777777778,38.88888888888889,0,1
@@ org.joda.time.DateTimeZone.offsetFormatter,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.DateTimeZone.<init>,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.DateTimeZone.getShortName,8,10,19,5,9,26.31578947368421,47.368421052631575,0,2
@@ org.joda.time.DateTimeZone.getName,8,10,19,5,9,26.31578947368421,47.368421052631575,0,2
@@ org.joda.time.DateTimeZone.getOffset,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.DateTimeZone.isStandardOffset,5,5,4,2,2,50.0,50.0,0,0
@@ org.joda.time.DateTimeZone.getOffsetFromLocal,11,16,36,7,13,19.444444444444446,36.11111111111111,0,2
@@ org.joda.time.DateTimeZone.convertUTCToLocal,5,6,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.joda.time.DateTimeZone.convertLocalToUTC,4,4,8,2,2,25.0,25.0,0,1
@@ org.joda.time.DateTimeZone.convertLocalToUTC,16,24,53,18,32,33.9622641509434,60.37735849056604,0,13
@@ org.joda.time.DateTimeZone.getMillisKeepLocal,6,7,13,4,8,30.76923076923077,61.53846153846154,0,1
@@ org.joda.time.DateTimeZone.isLocalDateTimeGap,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.DateTimeZone.adjustOffset,15,20,32,7,13,21.875,40.625,0,4
@@ org.joda.time.Hours.hours,14,24,24,12,12,50.0,50.0,0,1
@@ org.joda.time.Hours.hoursBetween,5,6,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.joda.time.Hours.hoursIn,4,4,4,2,2,50.0,50.0,0,0
@@ org.joda.time.Hours.parseHours,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Hours.plus,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Hours.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Hours.minus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Hours.dividedBy,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Hours.isGreaterThan,10,12,8,4,6,50.0,75.0,0,1
@@ org.joda.time.Hours.isLessThan,10,12,8,4,6,50.0,75.0,0,0
@@ org.joda.time.MutableInterval.setInterval,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.MutableInterval.setInterval,6,7,8,3,5,37.5,62.5,0,1
@@ org.joda.time.MutableInterval.setPeriodAfterStart,5,5,5,2,2,40.0,40.0,0,1
@@ org.joda.time.MutableInterval.setPeriodBeforeEnd,5,5,5,2,2,40.0,40.0,0,0
@@ org.joda.time.DateTimeComparator.getInstance,11,16,17,9,13,52.94117647058824,76.47058823529412,0,2
@@ org.joda.time.DateTimeComparator.compare,10,13,46,11,18,23.91304347826087,39.130434782608695,0,3
@@ org.joda.time.DateTimeComparator.equals,12,18,35,9,14,25.71428571428571,40.0,0,3
@@ org.joda.time.DateTimeComparator.hashCode,8,9,11,4,5,36.36363636363637,45.45454545454545,0,1
@@ org.joda.time.DateTimeComparator.toString,13,16,23,6,8,26.08695652173913,34.78260869565217,0,2
@@ org.joda.time.DurationField.subtract,4,4,8,2,2,25.0,25.0,0,1
@@ org.joda.time.DurationField.subtract,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Weeks.weeks,9,14,14,7,7,50.0,50.0,0,1
@@ org.joda.time.Weeks.weeksBetween,5,6,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.joda.time.Weeks.weeksIn,4,4,4,2,2,50.0,50.0,0,1
@@ org.joda.time.Weeks.parseWeeks,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Weeks.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Weeks.plus,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Weeks.minus,4,4,5,2,2,40.0,40.0,0,1
@@ org.joda.time.Weeks.dividedBy,4,4,5,2,2,40.0,40.0,0,0
@@ org.joda.time.Weeks.isGreaterThan,10,12,8,4,6,50.0,75.0,0,0
@@ org.joda.time.Weeks.isLessThan,10,12,8,4,6,50.0,75.0,0,2
@@ org.joda.time.YearMonth.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.YearMonth.now,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.joda.time.YearMonth.fromCalendarFields,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
