@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.sysds.lops.Ternary.getInstructions,7,9,20,18,90.0,0,0
@@ org.apache.sysds.lops.Nary.<init>,8,10,14,14,100.0,0,0
@@ org.apache.sysds.lops.Nary.getInstructions,5,5,14,10,71.42857142857143,0,0
@@ org.apache.sysds.lops.Nary.getOpcode,6,8,18,18,100.0,0,0
@@ org.apache.sysds.lops.DnnTransform.getOpcode,19,34,53,53,100.0,0,1
@@ org.apache.sysds.lops.DnnTransform.getInstructions,8,11,34,34,100.0,0,0
@@ org.apache.sysds.lops.DnnTransform.getInstructions,4,4,13,13,100.0,0,0
@@ org.apache.sysds.lops.DnnTransform.getInstructions,4,4,14,14,100.0,0,0
@@ org.apache.sysds.lops.DnnTransform.getInstructions,7,8,20,12,60.0,0,0
@@ org.apache.sysds.lops.DnnTransform.getInstructions,4,4,16,16,100.0,0,0
@@ org.apache.sysds.lops.DnnTransform.appendOperands,7,8,23,19,82.6086956521739,0,1
@@ org.apache.sysds.lops.Data.<init>,29,41,56,56,100.0,0,13
@@ org.apache.sysds.lops.Data.getNamedInputLop,4,4,11,11,100.0,0,0
@@ org.apache.sysds.lops.Data.getBooleanValue,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.Data.getDoubleValue,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.Data.getLongValue,7,9,14,14,100.0,0,3
@@ org.apache.sysds.lops.Data.getStringValue,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.Data.isPersistentWrite,5,5,6,6,100.0,0,0
@@ org.apache.sysds.lops.Data.isPersistentRead,6,7,10,10,100.0,0,1
@@ org.apache.sysds.lops.Data.getInstructions,54,80,148,146,98.64864864864865,0,3
@@ org.apache.sysds.lops.Data.getCreateVarInstructions,19,27,48,48,100.0,0,2
@@ org.apache.sysds.lops.Data.createVarCSVHelper,19,26,32,32,100.0,0,1
@@ org.apache.sysds.lops.Data.createVarLIBSVMHelper,11,14,21,21,100.0,0,1
@@ org.apache.sysds.lops.Data.createVarHDF5Helper,7,8,13,13,100.0,0,0
@@ org.apache.sysds.lops.AppendM.getBroadcastInput,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.LeftIndex.getBroadcastInput,8,10,17,17,100.0,0,1
@@ org.apache.sysds.lops.LeftIndex.getOpcode,4,4,6,6,100.0,0,0
@@ org.apache.sysds.lops.LeftIndex.getInstructions,7,8,20,20,100.0,0,1
@@ org.apache.sysds.lops.PartialAggregate.getCorrectionLocation,17,26,47,39,82.97872340425532,0,1
@@ org.apache.sysds.lops.PartialAggregate.setDimensionsBasedOnDirection,9,11,24,24,100.0,0,0
@@ org.apache.sysds.lops.PartialAggregate.getInstructions,11,16,36,30,83.33333333333334,0,1
@@ org.apache.sysds.lops.PartialAggregate.getOpcode,59,102,141,141,100.0,0,4
@@ org.apache.sysds.lops.Compression$CompressConfig.isEnabled,5,5,4,4,100.0,0,1
@@ org.apache.sysds.lops.Compression$CompressConfig.isWorkload,5,5,4,4,100.0,0,1
@@ org.apache.sysds.lops.BinaryM.<init>,7,8,16,16,100.0,0,0
@@ org.apache.sysds.lops.BinaryM.isOpcode,22,39,36,36,100.0,0,1
@@ org.apache.sysds.lops.CumulativeOffsetBinary.checkSupportedOperations,8,12,21,21,100.0,0,1
@@ org.apache.sysds.lops.CumulativeOffsetBinary.getOpcode,8,12,18,18,100.0,0,3
@@ org.apache.sysds.lops.CumulativeOffsetBinary.getInstructions,4,4,9,9,100.0,0,0
@@ org.apache.sysds.lops.TernaryAggregate.getInstructions,6,8,19,19,100.0,0,1
@@ org.apache.sysds.lops.TernaryAggregate.getOpCode,5,6,11,11,100.0,0,0
@@ org.apache.sysds.lops.ParameterizedBuiltin.<init>,5,5,7,7,100.0,0,1
@@ org.apache.sysds.lops.ParameterizedBuiltin.getInputIndex,7,8,18,9,50.0,0,0
@@ org.apache.sysds.lops.ParameterizedBuiltin.getInstructions,41,63,136,136,100.0,0,2
@@ org.apache.sysds.lops.ParameterizedBuiltin.toString,9,11,10,10,100.0,0,0
@@ org.apache.sysds.lops.ParameterizedBuiltin.compileGenericParamMap,8,9,11,11,100.0,0,0
@@ org.apache.sysds.lops.Ctable.init,5,5,14,10,71.42857142857143,0,0
@@ org.apache.sysds.lops.Ctable.findCtableOperationByInputDataTypes,13,19,33,33,100.0,0,0
@@ org.apache.sysds.lops.Ctable.getInstructions,27,36,62,62,100.0,0,1
@@ org.apache.sysds.lops.Ctable.getOperationType,13,17,21,16,76.19047619047619,0,1
@@ org.apache.sysds.lops.MMCJ.getInstructions,5,5,12,12,100.0,0,0
@@ org.apache.sysds.lops.RightIndex.getOpcode,4,4,4,4,100.0,0,0
@@ org.apache.sysds.lops.RightIndex.getInstructions,4,4,8,8,100.0,0,0
@@ org.apache.sysds.lops.WeightedSquaredLoss$WeightsType.hasFourInputs,6,7,8,8,100.0,0,0
@@ org.apache.sysds.lops.Federated.<init>,4,4,4,4,100.0,0,0
@@ org.apache.sysds.lops.CentralMoment.init,4,4,8,8,100.0,0,0
@@ org.apache.sysds.lops.CentralMoment.getInstructions,15,20,36,36,100.0,0,1
@@ org.apache.sysds.lops.MMTSJ.<init>,5,6,10,10,100.0,0,1
@@ org.apache.sysds.lops.MMTSJ.getInstructions,9,12,28,28,100.0,0,1
@@ org.apache.sysds.lops.SpoofFused.<init>,5,5,5,5,100.0,0,0
@@ org.apache.sysds.lops.SpoofFused.toString,4,4,8,8,100.0,0,1
@@ org.apache.sysds.lops.SpoofFused.getInstructions,10,12,34,30,88.23529411764706,0,0
@@ org.apache.sysds.lops.GroupedAggregate.init,8,10,11,11,100.0,0,0
@@ org.apache.sysds.lops.GroupedAggregate.getInstructions,19,28,51,51,100.0,0,1
@@ org.apache.sysds.lops.WeightedSigmoid.getInstructions,7,8,21,21,100.0,0,1
@@ org.apache.sysds.lops.GroupedAggregateM.<init>,5,5,5,5,100.0,0,0
@@ org.apache.sysds.lops.LopProperties.setLevel,11,14,17,10,58.82352941176471,0,0
@@ org.apache.sysds.lops.MatMultCP.getInstructions,7,8,27,22,81.48148148148148,0,0
@@ org.apache.sysds.lops.DeCompression$CompressConfig.isEnabled,6,7,8,8,100.0,0,0
@@ org.apache.sysds.lops.MapMult$CacheType.isRight,6,7,8,8,100.0,0,1
@@ org.apache.sysds.lops.MapMult$CacheType.getFlipped,7,10,14,14,100.0,0,0
@@ org.apache.sysds.lops.CumulativePartialAggregate.<init>,8,12,27,27,100.0,0,0
@@ org.apache.sysds.lops.CumulativePartialAggregate.getOpcode,8,12,18,18,100.0,0,0
@@ org.apache.sysds.lops.SortKeys.init,4,4,8,8,100.0,0,1
@@ org.apache.sysds.lops.SortKeys.getInstructions,6,7,19,14,73.68421052631578,0,1
@@ org.apache.sysds.lops.SortKeys.getInstructions,6,7,19,14,73.68421052631578,0,0
@@ org.apache.sysds.lops.SortKeys.constructSortByValueLop,7,8,13,13,100.0,0,0
@@ org.apache.sysds.lops.SortKeys.constructSortByValueLop,7,8,14,14,100.0,0,4
@@ org.apache.sysds.lops.Transform.init,5,5,5,5,100.0,0,1
@@ org.apache.sysds.lops.Transform.getOpcode,8,12,20,20,100.0,0,1
@@ org.apache.sysds.lops.Transform.getInstructions,17,26,70,66,94.28571428571428,0,0
@@ org.apache.sysds.lops.BinaryScalar.getInstructions,4,4,9,8,88.88888888888889,0,1
@@ org.apache.sysds.lops.Unary.init,5,5,14,14,100.0,0,1
@@ org.apache.sysds.lops.Unary.init,6,8,20,20,100.0,0,0
@@ org.apache.sysds.lops.Unary.toString,4,4,9,9,100.0,0,0
@@ org.apache.sysds.lops.Unary.isMultiThreadedOp,18,31,56,56,100.0,0,1
@@ org.apache.sysds.lops.Unary.appendFedOut,4,4,7,7,100.0,0,0
@@ org.apache.sysds.lops.Unary.getInstructions,8,11,25,25,100.0,0,0
@@ org.apache.sysds.lops.Unary.getInstructions,11,14,35,35,100.0,0,0
@@ org.apache.sysds.lops.Ctable$OperationTypes.hasSecondInput,7,9,12,12,100.0,0,1
@@ org.apache.sysds.lops.Ctable$OperationTypes.hasThirdInput,6,7,8,8,100.0,0,1
@@ org.apache.sysds.lops.CoVariance.init,6,7,14,14,100.0,0,1
@@ org.apache.sysds.lops.CoVariance.getInstructions,8,11,27,27,100.0,0,0
@@ org.apache.sysds.lops.Compression.getInstructions,4,4,8,8,100.0,0,1
@@ org.apache.sysds.lops.WeightedSquaredLoss.getInstructions,7,8,22,22,100.0,0,0
@@ org.apache.sysds.lops.Append.getInstructions,4,4,9,8,88.88888888888889,0,0
@@ org.apache.sysds.lops.WeightedDivMM.getInstructions,7,8,22,22,100.0,0,1
@@ org.apache.sysds.lops.Binary.getBroadcastInput,7,9,14,14,100.0,0,1
@@ org.apache.sysds.lops.Binary.getInstructions,6,7,18,16,88.88888888888889,0,0
@@ org.apache.sysds.lops.Sql.getInstructions,18,25,40,40,100.0,0,0
@@ org.apache.sysds.lops.MapMultChain.getBroadcastInput,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.MapMultChain.getInstructions,9,11,27,27,100.0,0,0
@@ org.apache.sysds.lops.ReBlock.<init>,4,4,9,9,100.0,0,1
@@ org.apache.sysds.lops.ReBlock.getChildFormat,7,9,9,9,100.0,0,1
@@ org.apache.sysds.lops.MMTSJ$MMTSJType.isLeft,5,5,4,4,100.0,0,1
@@ org.apache.sysds.lops.MMTSJ$MMTSJType.isRight,5,5,4,4,100.0,0,0
@@ org.apache.sysds.lops.Lop.replaceInput,4,4,10,10,100.0,0,0
@@ org.apache.sysds.lops.Lop.resetVisitStatus,7,8,15,11,73.33333333333333,0,1
@@ org.apache.sysds.lops.Lop.updateLevel,10,13,18,18,100.0,0,0
@@ org.apache.sysds.lops.Lop.addToDag,6,7,6,6,100.0,0,0
@@ org.apache.sysds.lops.Lop.isVariable,7,9,6,6,100.0,0,1
@@ org.apache.sysds.lops.Lop.isAllOutputsCP,9,11,11,10,90.9090909090909,0,0
@@ org.apache.sysds.lops.Lop.prepScalarLabel,4,4,5,4,80.0,0,0
@@ org.apache.sysds.lops.Lop.prepScalarOperand,13,19,27,27,100.0,0,1
@@ org.apache.sysds.lops.Lop.prepScalarInputOperand,6,7,6,6,100.0,0,0
@@ org.apache.sysds.lops.Lop.prepInputOperand,4,4,8,8,100.0,0,0
@@ org.apache.sysds.lops.WeightedCrossEntropy.getInstructions,7,8,22,22,100.0,0,0
@@ org.apache.sysds.lops.PickByCount.init,4,4,9,9,100.0,0,0
@@ org.apache.sysds.lops.PickByCount.getInstructions,9,11,29,29,100.0,0,1
@@ org.apache.sysds.lops.PickByCount.getInstructions,4,4,9,8,88.88888888888889,0,0
@@ org.apache.sysds.lops.OutputParameters.setDimensions,8,10,16,16,100.0,0,1
@@ org.apache.sysds.lops.CSVReBlock.<init>,4,4,9,9,100.0,0,0
@@ org.apache.sysds.lops.CSVReBlock.prepCSVProperties,17,23,26,26,100.0,0,0
@@ org.apache.sysds.lops.WeightedUnaryMM.getInstructions,7,8,22,22,100.0,0,1
@@ org.apache.sysds.lops.DataGen.<init>,5,5,6,6,100.0,0,0
@@ org.apache.sysds.lops.DataGen.getInstructions,9,14,35,35,100.0,0,1
@@ org.apache.sysds.lops.DataGen.getRandInstructionCPSpark,22,30,69,69,100.0,0,1
@@ org.apache.sysds.lops.DataGen.getFrameInstructionCPSpark,27,38,59,59,100.0,0,1
@@ org.apache.sysds.lops.DataGen.getSInitInstructionCPSpark,6,7,19,19,100.0,0,0
@@ org.apache.sysds.lops.DataGen.getSampleInstructionCPSpark,4,4,11,11,100.0,0,0
@@ org.apache.sysds.lops.DataGen.getTimeInstructionCP,4,4,10,10,100.0,0,0
@@ org.apache.sysds.lops.DataGen.getSeqInstructionCPSpark,4,4,11,11,100.0,0,1
@@ org.apache.sysds.lops.PMMJ.<init>,5,5,8,8,100.0,0,1
@@ org.apache.sysds.lops.PMMJ.getBroadcastInput,4,4,5,5,100.0,0,0
@@ org.apache.sysds.lops.PMMJ.getInstructions,6,7,15,15,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.getFilePath,4,4,9,8,88.88888888888889,0,0
@@ org.apache.sysds.lops.compile.Dag.getNextUniqueVarname,7,8,5,5,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.addNode,4,4,9,9,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.getJobs,10,12,14,14,100.0,0,1
@@ org.apache.sysds.lops.compile.Dag.inputNeedsPrefetch,7,9,8,8,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.prefetchFederated,10,12,9,9,100.0,0,1
@@ org.apache.sysds.lops.compile.Dag.addPrefetchLop,10,12,11,11,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.addBroadcastLop,10,12,11,11,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.isTransientWriteRead,8,11,10,10,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.isPrefetchNeeded,25,43,47,47,100.0,0,1
@@ org.apache.sysds.lops.compile.Dag.isBroadcastNeeded,6,7,6,6,100.0,0,1
@@ org.apache.sysds.lops.compile.Dag.deleteUpdatedTransientReadVariables,35,53,57,53,92.98245614035088,0,1
@@ org.apache.sysds.lops.compile.Dag.generateRemoveInstructions,12,16,18,18,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.generateInstructionsForInputVariables,13,20,23,23,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.excludeRemoveInstruction,10,14,30,23,76.66666666666667,0,1
@@ org.apache.sysds.lops.compile.Dag.processConsumersForInputs,5,5,2,2,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.processConsumers,10,13,17,17,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.generateControlProgramJobs,94,137,248,184,74.19354838709677,0,2
@@ org.apache.sysds.lops.compile.Dag.getOutputFileFormat,6,8,11,11,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.setupNodeOutputs,45,66,106,106,100.0,0,1
@@ org.apache.sysds.lops.compile.Dag.collapseAssignvarAndRmvarInstructions,15,21,27,27,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.createPackedRmvarInstructions,13,17,17,17,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.lambda$isBroadcastNeeded$2,5,5,4,4,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.lambda$isPrefetchNeeded$1,7,9,6,6,100.0,0,0
@@ org.apache.sysds.lops.compile.Dag.lambda$doPlainInstructionGen$0,9,13,10,10,100.0,0,0
@@ org.apache.sysds.lops.compile.LopComparator.compare,10,13,16,16,100.0,0,0
@@ org.apache.sysds.hops.DataOp.<init>,4,4,6,6,100.0,0,0
@@ org.apache.sysds.hops.DataOp.<init>,15,20,30,29,96.66666666666667,0,1
@@ org.apache.sysds.hops.DataOp.<init>,5,6,10,10,100.0,0,0
@@ org.apache.sysds.hops.DataOp.<init>,8,10,13,12,92.3076923076923,0,0
@@ org.apache.sysds.hops.DataOp.checkArity,11,14,25,25,100.0,0,0
@@ org.apache.sysds.hops.DataOp.constructLops,15,22,55,49,89.0909090909091,0,0
@@ org.apache.sysds.hops.DataOp.isRead,6,7,12,12,100.0,0,1
@@ org.apache.sysds.hops.DataOp.isWrite,6,7,12,12,100.0,0,0
@@ org.apache.sysds.hops.DataOp.isPersistentReadWrite,6,7,12,12,100.0,0,1
@@ org.apache.sysds.hops.DataOp.isFederatedDataOp,5,5,6,6,100.0,0,0
@@ org.apache.sysds.hops.DataOp.computeOutputMemEstimate,13,20,40,33,82.5,0,1
@@ org.apache.sysds.hops.DataOp.inferOutputCharacteristics,10,14,31,29,93.54838709677419,0,0
@@ org.apache.sysds.hops.DataOp.optFindExecType,26,38,71,60,84.50704225352112,0,0
@@ org.apache.sysds.hops.DataOp.refreshSizeInformation,13,18,34,28,82.35294117647058,0,0
@@ org.apache.sysds.hops.DataOp.compare,23,36,75,73,97.33333333333334,0,0
@@ org.apache.sysds.hops.DataOp.removeInput,7,8,7,7,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.<init>,16,21,28,27,96.42857142857143,0,0
@@ org.apache.sysds.hops.DataGenOp.checkArity,5,5,7,7,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.isMultiThreadedOpType,5,5,6,6,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.constructLops,22,31,45,45,100.0,0,1
@@ org.apache.sysds.hops.DataGenOp.computeOutputMemEstimate,8,10,23,20,86.95652173913044,0,0
@@ org.apache.sysds.hops.DataGenOp.computeIntermediateMemEstimate,5,6,10,10,100.0,0,1
@@ org.apache.sysds.hops.DataGenOp.inferOutputCharacteristics,27,44,72,72,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.optFindExecType,14,19,37,32,86.48648648648648,0,0
@@ org.apache.sysds.hops.DataGenOp.refreshSizeInformation,38,57,92,90,97.82608695652173,0,1
@@ org.apache.sysds.hops.DataGenOp.setInput,4,4,4,4,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.hasConstantValue,18,26,31,31,100.0,0,0
@@ org.apache.sysds.hops.DataGenOp.hasConstantValue,19,28,39,32,82.05128205128204,0,1
@@ org.apache.sysds.hops.DataGenOp.hasUnspecifiedSeed,5,6,14,14,100.0,0,1
@@ org.apache.sysds.hops.DataGenOp.compare,28,44,94,91,96.80851063829788,0,1
@@ org.apache.sysds.hops.BinaryOp.checkArity,5,5,6,6,100.0,0,1
@@ org.apache.sysds.hops.BinaryOp.isGPUEnabled,36,55,94,94,100.0,0,1
@@ org.apache.sysds.hops.BinaryOp.isMultiThreadedOpType,10,15,22,22,100.0,0,0
@@ org.apache.sysds.hops.BinaryOp.constructLops,12,18,39,39,100.0,0,0
@@ org.apache.sysds.hops.BinaryOp.constructLopsQuantile,5,5,16,14,87.5,0,0
@@ org.apache.sysds.hops.BinaryOp.constructLopsAppend,36,55,93,89,95.6989247311828,0,0
@@ org.apache.sysds.hops.BinaryOp.constructLopsBinaryDefault,72,114,203,188,92.61083743842364,0,2
@@ org.apache.sysds.hops.BinaryOp.computeOutputMemEstimate,35,52,80,68,85.0,0,0
@@ org.apache.sysds.hops.BinaryOp.computeIntermediateMemEstimate,10,14,31,30,96.7741935483871,0,0
@@ org.apache.sysds.hops.BinaryOp.inferOutputCharacteristics,83,125,210,122,58.0952380952381,0,1
@@ org.apache.sysds.hops.BinaryOp.optFindExecType,61,99,176,138,78.4090909090909,0,2
@@ org.apache.sysds.hops.BinaryOp.constructSPAppendLop,8,11,38,34,89.47368421052632,0,0
@@ org.apache.sysds.hops.BinaryOp.optFindAppendSPMethod,30,53,81,81,100.0,0,1
@@ org.apache.sysds.hops.BinaryOp.requiresReplication,12,19,16,16,100.0,0,0
@@ org.apache.sysds.hops.BinaryOp.optFindMMBinaryMethodSpark,25,44,74,74,100.0,0,0
@@ org.apache.sysds.hops.BinaryOp.refreshSizeInformation,70,107,184,164,89.13043478260869,0,16
@@ org.apache.sysds.hops.BinaryOp.compare,11,16,35,35,100.0,0,1
@@ org.apache.sysds.hops.BinaryOp.supportsMatrixScalarOperations,28,51,144,144,100.0,0,1
@@ org.apache.sysds.hops.BinaryOp.isPPredOperation,10,15,36,36,100.0,0,0
@@ org.apache.sysds.hops.BinaryOp.getComplementPPredOperation,9,14,27,27,100.0,0,1
@@ org.apache.sysds.hops.Hop.logForcedETCall,6,8,16,16,100.0,0,0
@@ org.apache.sysds.hops.Hop.checkAndSetForcedPlatform,17,27,41,41,100.0,0,0
@@ org.apache.sysds.hops.Hop.checkAndSetInvalidCPDimsAndSize,10,14,20,20,100.0,0,0
@@ org.apache.sysds.hops.Hop.hasValidCPDimsAndSize,14,17,15,10,66.66666666666666,0,0
@@ org.apache.sysds.hops.Hop.hasMatrixInputWithDifferentBlocksizes,8,10,8,8,100.0,0,0
@@ org.apache.sysds.hops.Hop.hasCompressedInput,7,8,2,2,100.0,0,0
@@ org.apache.sysds.hops.Hop.updateLopFedOut,4,4,6,6,100.0,0,0
@@ org.apache.sysds.hops.Hop.constructAndSetLopsDataFlowProperties,7,9,12,12,100.0,0,0
@@ org.apache.sysds.hops.Hop.constructAndSetReblockLopIfRequired,13,19,40,30,75.0,0,0
@@ org.apache.sysds.hops.Hop.constructAndSetCheckpointLopIfRequired,26,38,54,46,85.18518518518519,0,0
@@ org.apache.sysds.hops.Hop.constructAndSetCompressionLopIfRequired,16,22,34,31,91.17647058823529,0,1
@@ org.apache.sysds.hops.Hop.getExecutionModeForCompression,9,13,19,17,89.47368421052632,0,0
@@ org.apache.sysds.hops.Hop.createOffsetLop,12,15,16,14,87.5,0,0
@@ org.apache.sysds.hops.Hop.getInputSize,22,29,63,29,46.03174603174603,0,1
@@ org.apache.sysds.hops.Hop.getInputSize,4,4,11,10,90.9090909090909,0,0
@@ org.apache.sysds.hops.Hop.getMemEstimate,6,7,5,5,100.0,0,0
@@ org.apache.sysds.hops.Hop.isMemEstimated,5,5,4,4,100.0,0,0
@@ org.apache.sysds.hops.Hop.computeMemEstimate,34,49,68,58,85.29411764705883,0,2
@@ org.apache.sysds.hops.Hop.refreshMemEstimates,7,8,6,6,100.0,0,1
@@ org.apache.sysds.hops.Hop.findExecTypeByMemEstimate,13,18,29,19,65.51724137931035,0,0
@@ org.apache.sysds.hops.Hop.isFederated,5,5,4,4,100.0,0,1
@@ org.apache.sysds.hops.Hop.addAllInputs,5,5,1,1,100.0,0,0
@@ org.apache.sysds.hops.Hop.hasFederatedOutput,5,5,6,6,100.0,0,0
@@ org.apache.sysds.hops.Hop.hasLocalOutput,5,5,6,6,100.0,0,0
@@ org.apache.sysds.hops.Hop.federatedCostInitialized,5,5,4,4,100.0,0,0
@@ org.apache.sysds.hops.Hop.isVector,7,9,10,10,100.0,0,0
@@ org.apache.sysds.hops.Hop.areDimsBelowThreshold,7,9,10,10,100.0,0,1
@@ org.apache.sysds.hops.Hop.dimsKnown,10,15,32,32,100.0,0,0
@@ org.apache.sysds.hops.Hop.dimsKnown,9,13,14,14,100.0,0,0
@@ org.apache.sysds.hops.Hop.dimsKnownAny,6,7,4,4,100.0,0,0
@@ org.apache.sysds.hops.Hop.rowsKnown,6,7,8,8,100.0,0,1
@@ org.apache.sysds.hops.Hop.colsKnown,6,7,8,8,100.0,0,0
@@ org.apache.sysds.hops.Hop.resetVisitStatus,6,7,3,3,100.0,0,0
@@ org.apache.sysds.hops.Hop.resetVisitStatus,8,10,7,7,100.0,0,0
@@ org.apache.sysds.hops.Hop.resetVisitStatus,7,8,5,5,100.0,0,1
@@ org.apache.sysds.hops.Hop.resetVisitStatusForced,7,8,8,8,100.0,0,0
@@ org.apache.sysds.hops.Hop.resetRecompilationFlag,5,5,2,2,100.0,0,0
@@ org.apache.sysds.hops.Hop.resetRecompilationFlag,17,27,33,33,100.0,0,0
@@ org.apache.sysds.hops.Hop.setRequiresRecompileIfNecessary,19,28,25,25,100.0,0,1
@@ org.apache.sysds.hops.Hop.computeSizeInformation,4,4,5,4,80.0,0,0
@@ org.apache.sysds.hops.Hop.computeSizeInformation,4,4,5,4,80.0,0,0
@@ org.apache.sysds.hops.Hop.computeDimParameterInformation,16,23,36,32,88.88888888888889,0,0
@@ org.apache.sysds.hops.Hop.rEvalSimpleBinaryLongExpression,30,47,87,70,80.45977011494253,0,1
@@ org.apache.sysds.hops.Hop.updateRepetitionEstimates,6,7,5,5,100.0,0,1
@@ org.apache.sysds.hops.Hop.clone,4,4,30,30,100.0,0,0
@@ org.apache.sysds.hops.Hop.printErrorLocation,4,4,11,11,100.0,0,1
@@ org.apache.sysds.hops.LiteralOp.constructLops,10,14,31,27,87.09677419354838,0,0
@@ org.apache.sysds.hops.LiteralOp.getOpString,8,11,23,18,78.26086956521739,0,0
@@ org.apache.sysds.hops.LiteralOp.computeOutputMemEstimate,9,13,21,15,71.42857142857143,0,0
@@ org.apache.sysds.hops.LiteralOp.getLongValue,10,14,20,20,100.0,0,0
@@ org.apache.sysds.hops.LiteralOp.getDoubleValue,10,14,21,21,100.0,0,0
@@ org.apache.sysds.hops.LiteralOp.getBooleanValue,13,18,23,23,100.0,0,1
@@ org.apache.sysds.hops.LiteralOp.getStringValue,7,10,18,18,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.checkArity,5,5,5,5,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.constructLops,12,15,29,28,96.55172413793103,0,1
@@ org.apache.sysds.hops.LeftIndexingOp.isRightHandSideScalar,5,5,4,4,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.getSpLixCacheType,5,6,9,9,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.computeMemEstimate,21,33,53,49,92.45283018867924,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.computeOutputMemEstimate,8,10,17,14,82.35294117647058,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.inferOutputCharacteristics,7,8,10,9,90.0,0,1
@@ org.apache.sysds.hops.LeftIndexingOp.optFindExecType,12,15,26,21,80.76923076923077,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.getOptMethodLeftIndexingMethod,22,35,54,54,100.0,0,1
@@ org.apache.sysds.hops.LeftIndexingOp.refreshSizeInformation,8,10,12,12,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.hasConstantIndexingRange,8,11,8,8,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.checkAndModifyRecompilationStatus,6,8,12,12,100.0,0,0
@@ org.apache.sysds.hops.LeftIndexingOp.compare,13,20,30,30,100.0,0,0
