@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ elki.utilities.datastructures.KuhnMunkresTest.testDifficult2,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresTest.testLarge,27,39,66,25,42,37.878787878787875,63.63636363636363,0,16
@@ elki.utilities.datastructures.QuickSelectTest.testRandomDoubles,5,5,8,2,4,25.0,50.0,0,1
@@ elki.utilities.datastructures.QuickSelectTest.testQuickSelect,11,13,37,6,9,16.216216216216218,24.324324324324326,0,4
@@ elki.utilities.datastructures.QuickSelectTest.testTies,13,17,36,13,28,36.11111111111111,77.77777777777779,0,8
@@ elki.utilities.datastructures.QuickSelectTest.testTiesLarge,13,17,36,13,28,36.11111111111111,77.77777777777779,0,9
@@ elki.utilities.datastructures.QuickSelectTest.testTiesInteger,13,17,38,13,28,34.21052631578947,73.68421052631578,0,7
@@ elki.utilities.datastructures.QuickSelectTest.testTiesIntegerList,13,17,38,13,28,34.21052631578947,73.68421052631578,0,4
@@ elki.utilities.datastructures.KuhnMunkresWongTest.test1,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresWongTest.test2,8,9,20,5,10,25.0,50.0,0,3
@@ elki.utilities.datastructures.KuhnMunkresWongTest.testNonSq,8,9,20,5,10,25.0,50.0,0,1
@@ elki.utilities.datastructures.KuhnMunkresWongTest.testDifficult,8,9,20,5,10,25.0,50.0,0,1
@@ elki.utilities.datastructures.KuhnMunkresWongTest.testDifficult2,8,9,20,5,10,25.0,50.0,0,1
@@ elki.utilities.datastructures.KuhnMunkresWongTest.testLarge,27,39,66,25,42,37.878787878787875,63.63636363636363,0,18
@@ elki.utilities.datastructures.BitsUtilTest.testSimpleOperations,10,13,11,6,9,54.54545454545454,81.81818181818183,0,1
@@ elki.utilities.datastructures.BitsUtilTest.testSorting,29,37,86,21,33,24.418604651162788,38.372093023255815,0,29
@@ elki.utilities.datastructures.BitsUtilTest.testAgainstBitSet,11,13,30,6,10,20.0,33.33333333333333,0,3
@@ elki.utilities.datastructures.BitsUtilTest.testLeadingTrailing,38,49,124,36,61,29.03225806451613,49.193548387096776,0,42
@@ elki.utilities.datastructures.BitsUtilTest.testRandomBitset,8,9,7,2,3,28.57142857142857,42.857142857142854,0,2
@@ elki.utilities.datastructures.KuhnMunkresSternTest.test1,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresSternTest.test2,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresSternTest.testNonSq,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresSternTest.testDifficult,8,9,20,5,10,25.0,50.0,0,2
@@ elki.utilities.datastructures.KuhnMunkresSternTest.testDifficult2,8,9,20,5,10,25.0,50.0,0,3
@@ elki.utilities.datastructures.KuhnMunkresSternTest.testLarge,27,39,66,25,42,37.878787878787875,63.63636363636363,0,16
@@ elki.utilities.datastructures.arraylike.DoubleArrayTest.basicTest,14,17,39,9,16,23.076923076923077,41.02564102564102,0,3
@@ elki.utilities.datastructures.arraylike.IntegerArrayTest.basicTest,14,17,39,9,16,23.076923076923077,41.02564102564102,0,5
@@ elki.utilities.datastructures.hierarchy.HashMapHierarchyTest.validate,10,12,27,5,12,18.51851851851852,44.44444444444444,0,5
@@ elki.utilities.datastructures.hierarchy.HashMapHierarchyTest.testRemovals,11,13,28,7,11,25.0,39.285714285714285,0,6
@@ elki.utilities.datastructures.heap.UpdatableHeapTest.testUpdatableHeap,24,33,71,18,32,25.352112676056336,45.07042253521127,0,32
@@ elki.utilities.datastructures.heap.HeapPerformanceTest.testRuntime,20,25,49,12,18,24.489795918367346,36.734693877551024,0,6
@@ elki.utilities.datastructures.heap.HeapPerformanceTest.testHeap,8,9,23,4,7,17.391304347826086,30.434782608695656,0,2
@@ elki.utilities.datastructures.heap.HeapPerformanceTest.testQueue,8,9,23,4,7,17.391304347826086,30.434782608695656,0,2
@@ elki.utilities.datastructures.heap.IntegerMinHeapPerformanceTest.testRuntime,20,25,49,12,18,24.489795918367346,36.734693877551024,0,8
@@ elki.utilities.datastructures.heap.IntegerMinHeapPerformanceTest.testHeap,8,9,23,4,7,17.391304347826086,30.434782608695656,0,2
@@ elki.utilities.datastructures.heap.IntegerMinHeapPerformanceTest.testQueue,8,9,23,4,7,17.391304347826086,30.434782608695656,0,2
@@ elki.utilities.datastructures.heap.HeapTest.testHeap,89,117,276,65,107,23.55072463768116,38.768115942028984,0,293
@@ elki.utilities.datastructures.heap.HeapTest.testHeapRandomInt,47,61,130,36,64,27.692307692307693,49.23076923076923,0,65
@@ elki.utilities.datastructures.heap.DoubleHeapTest.testDoubleMinHeap,20,25,38,13,23,34.21052631578947,60.526315789473685,0,7
@@ elki.utilities.datastructures.heap.DoubleHeapTest.testDoubleMaxHeap,20,25,40,13,23,32.5,57.49999999999999,0,11
@@ elki.utilities.datastructures.heap.IntegerHeapTest.testHeap,89,117,276,65,107,23.55072463768116,38.768115942028984,0,230
@@ elki.utilities.datastructures.heap.IntegerHeapTest.testHeapRandomInt,47,61,130,36,64,27.692307692307693,49.23076923076923,0,48
@@ elki.utilities.datastructures.heap.UpdatableHeapTest$Entry.equals,6,7,8,3,4,37.5,50.0,0,0
@@ elki.utilities.datastructures.heap.DoubleObjectHeapsTest.testDoubleObjMinHeap,20,25,38,13,23,34.21052631578947,60.526315789473685,0,6
@@ elki.utilities.datastructures.heap.DoubleObjectHeapsTest.testDoubleObjMaxHeap,20,25,38,13,23,34.21052631578947,60.526315789473685,0,8
@@ elki.utilities.datastructures.arrays.DoubleIntegerArrayQuickSortTest.testRandomDoubles,5,5,8,2,4,25.0,50.0,0,1
@@ elki.utilities.datastructures.arrays.DoubleIntegerArrayQuickSortTest.testQuickSort,11,13,33,7,13,21.21212121212121,39.39393939393939,0,5
@@ elki.utilities.datastructures.arrays.DoubleIntegerArrayQuickSortTest.testQuickSortReverse,11,13,33,7,13,21.21212121212121,39.39393939393939,0,4
@@ elki.utilities.datastructures.arrays.DoubleIntegerArrayQuickSortTest.testSorted,11,13,32,7,13,21.875,40.625,0,3
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.testRandomDoubles,5,5,8,2,4,25.0,50.0,0,0
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.testQuickSort,11,13,33,7,13,21.21212121212121,39.39393939393939,0,4
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.testTies,11,13,28,7,13,25.0,46.42857142857143,0,3
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.testSorted,11,13,29,7,13,24.137931034482758,44.827586206896555,0,4
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.lambda$testSorted$2,7,8,8,3,4,37.5,50.0,0,0
@@ elki.utilities.datastructures.arrays.IntegerArrayQuickSortTest.lambda$testTies$1,7,8,8,3,4,37.5,50.0,0,0
@@ elki.utilities.io.TokenizerTest.tokenizerTest,18,25,46,15,19,32.608695652173914,41.30434782608695,0,16
@@ elki.utilities.io.ByteArrayUtilTest.dotestUnsignedVarint32,8,9,27,4,7,14.814814814814813,25.925925925925924,0,2
@@ elki.utilities.io.ByteArrayUtilTest.dotestSignedVarint32,8,9,27,4,7,14.814814814814813,25.925925925925924,0,2
@@ elki.utilities.io.ByteArrayUtilTest.dotestVarintExamples,5,5,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ elki.utilities.io.FormatUtilTest.testStringSize,14,17,14,4,7,28.57142857142857,50.0,0,2
@@ elki.utilities.random.XorShift1024NonThreadsafeRandomTest.testUniformity,18,23,49,12,20,24.489795918367346,40.816326530612244,0,15
@@ elki.utilities.random.XorShift1024NonThreadsafeRandomTest.testUniformityDouble,18,23,47,12,20,25.53191489361702,42.5531914893617,0,14
@@ elki.utilities.random.JavaRandomTest.testUniformity,18,23,49,12,20,24.489795918367346,40.816326530612244,0,16
@@ elki.utilities.random.JavaRandomTest.testUniformityDouble,18,23,47,12,20,25.53191489361702,42.5531914893617,0,15
@@ elki.utilities.random.JavaRandomTest.computeChiSquared,8,9,18,4,6,22.22222222222222,33.33333333333333,0,1
@@ elki.utilities.random.JavaRandomTest.assertSeedEntropy,20,25,63,15,25,23.809523809523807,39.682539682539684,0,11
@@ elki.utilities.random.FastNonThreadsafeRandomTest.testUniformity,18,23,49,12,20,24.489795918367346,40.816326530612244,0,15
@@ elki.utilities.random.FastNonThreadsafeRandomTest.testUniformityRefined,18,23,49,12,20,24.489795918367346,40.816326530612244,0,15
@@ elki.utilities.random.FastNonThreadsafeRandomTest.testUniformityDouble,18,23,47,12,20,25.53191489361702,42.5531914893617,0,12
@@ elki.utilities.random.XorShift64NonThreadsafeRandomTest.testUniformity,18,23,49,12,20,24.489795918367346,40.816326530612244,0,16
@@ elki.utilities.random.XorShift64NonThreadsafeRandomTest.testUniformityDouble,18,23,47,12,20,25.53191489361702,42.5531914893617,0,14
@@ elki.utilities.random.Xoroshiro128NonThreadsafeRandomTest.testUniformity,18,23,49,12,20,24.489795918367346,40.816326530612244,0,13
@@ elki.utilities.random.Xoroshiro128NonThreadsafeRandomTest.testUniformityDouble,18,23,47,12,20,25.53191489361702,42.5531914893617,0,14
@@ elki.utilities.ClassGenericsUtil.getParameterizer,7,8,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ elki.utilities.ClassGenericsUtil.tryInstantiate,7,8,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ elki.utilities.ClassGenericsUtil.make,9,11,10,5,7,50.0,70.0,0,1
@@ elki.utilities.ClassGenericsUtil.parameterizeOrAbort,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ elki.utilities.ClassGenericsUtil.instantiateLowlevel,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ elki.utilities.ELKIServiceScanner$DirClassIterator.<init>,4,4,12,2,3,16.666666666666664,25.0,0,0
@@ elki.utilities.ELKIServiceScanner$DirClassIterator.hasNext,7,8,9,4,4,44.44444444444444,44.44444444444444,0,1
@@ elki.utilities.ELKIServiceScanner$DirClassIterator.next,6,7,11,4,4,36.36363636363637,36.36363636363637,0,0
@@ elki.utilities.ELKIServiceScanner.load,20,28,20,11,16,55.00000000000001,80.0,0,4
@@ elki.utilities.ELKIServiceScanner.getMasterCache,5,5,3,2,3,66.66666666666666,100.0,0,1
@@ elki.utilities.ELKIServiceScanner.initialize,16,21,24,6,10,25.0,41.66666666666667,0,3
@@ elki.utilities.ELKIServiceScanner.comparePackageClass,9,11,10,4,7,40.0,70.0,0,0
@@ elki.utilities.ELKIServiceScanner.classPriority,10,12,12,6,8,50.0,66.66666666666666,0,1
@@ elki.utilities.ELKIServiceScanner.lambda$static$1,8,9,10,4,5,40.0,50.0,0,0
@@ elki.utilities.ELKIServiceRegistry.register,6,7,5,2,3,40.0,60.0,0,1
@@ elki.utilities.ELKIServiceRegistry.findAllImplementations,19,26,60,16,33,26.666666666666668,55.00000000000001,0,14
@@ elki.utilities.ELKIServiceRegistry.findAllImplementations,13,17,21,5,9,23.809523809523807,42.857142857142854,0,2
@@ elki.utilities.ELKIServiceRegistry.findImplementation,35,50,108,41,77,37.96296296296296,71.29629629629629,0,23
@@ elki.utilities.ELKIServiceRegistry.tryAlternateNames,18,26,49,13,30,26.53061224489796,61.224489795918366,0,5
@@ elki.utilities.Util.mixHashCodes,7,8,16,3,5,18.75,31.25,0,1
@@ elki.utilities.ELKIBuilder.build,6,7,16,3,4,18.75,25.0,0,1
@@ elki.utilities.ELKIServiceRegistry$Entry.addName,4,4,15,2,3,13.333333333333334,20.0,0,0
@@ elki.utilities.ELKIServiceRegistry$Entry.addHit,4,4,18,2,3,11.11111111111111,16.666666666666664,0,0
@@ elki.utilities.ELKIServiceRegistry$Entry.addAlias,6,7,26,4,9,15.384615384615385,34.61538461538461,0,1
@@ elki.utilities.ELKIServiceLoader.load,32,47,147,64,125,43.53741496598639,85.03401360544217,0,117
@@ elki.utilities.datastructures.KuhnMunkres.run,16,22,60,10,19,16.666666666666664,31.666666666666664,0,7
@@ elki.utilities.datastructures.KuhnMunkres.initialize,34,46,109,26,48,23.853211009174313,44.03669724770643,0,41
@@ elki.utilities.datastructures.KuhnMunkres.initialCover,11,14,37,11,24,29.72972972972973,64.86486486486487,0,7
@@ elki.utilities.datastructures.KuhnMunkres.findUncoveredMinimum,16,23,77,26,51,33.76623376623377,66.23376623376623,0,14
@@ elki.utilities.datastructures.KuhnMunkres.removeCost,20,28,90,20,44,22.22222222222222,48.888888888888886,0,26
@@ elki.utilities.datastructures.KuhnMunkres.pivot,13,18,43,11,21,25.581395348837212,48.837209302325576,0,3
@@ elki.utilities.datastructures.KuhnMunkres.debugLogMatrix,36,52,155,48,79,30.967741935483872,50.967741935483865,0,76
@@ elki.utilities.datastructures.QuickSelect.bestPivot,11,14,18,5,9,27.77777777777778,50.0,0,0
@@ elki.utilities.datastructures.QuickSelect.insertionSort,9,11,32,7,14,21.875,43.75,0,2
@@ elki.utilities.datastructures.QuickSelect.median,7,9,15,5,7,33.33333333333333,46.666666666666664,0,0
@@ elki.utilities.datastructures.QuickSelect.quantile,7,9,17,5,7,29.411764705882355,41.17647058823529,0,1
@@ elki.utilities.datastructures.QuickSelect.insertionSort,9,11,25,7,14,28.000000000000004,56.00000000000001,0,2
@@ elki.utilities.datastructures.QuickSelect.median,5,6,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ elki.utilities.datastructures.QuickSelect.quantile,5,6,10,3,5,30.0,50.0,0,1
@@ elki.utilities.datastructures.QuickSelect.insertionSort,9,11,27,7,14,25.925925925925924,51.85185185185185,0,3
