@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ com.fasterxml.jackson.core.JsonProcessingException.<init>,4,4,6,5,83.33333333333334,0,1
@@ com.fasterxml.jackson.core.JsonProcessingException.getMessage,11,15,21,10,47.61904761904761,0,0
@@ com.fasterxml.jackson.core.JsonFactory._checkInvalidCopy,4,4,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory.canUseSchema,6,7,6,3,50.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.getFormatName,4,4,2,2,100.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory.hasFormat,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.configure,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.isEnabled,5,5,6,6,100.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory.configure,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.isEnabled,5,5,6,6,100.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory.configure,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.isEnabled,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.setRootValueSeparator,5,5,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory.getRootValueSeparator,5,5,6,6,100.0,0,3
@@ com.fasterxml.jackson.core.JsonFactory.createParser,4,4,12,8,66.66666666666666,0,3
@@ com.fasterxml.jackson.core.JsonFactory.createParser,4,4,12,8,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.JsonFactory.createParser,4,4,12,8,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.JsonFactory.createParser,4,4,12,8,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.JsonFactory.createParser,5,6,16,13,81.25,0,1
@@ com.fasterxml.jackson.core.JsonFactory.createParser,5,6,20,17,85.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.createParser,4,4,12,8,66.66666666666666,0,1
@@ com.fasterxml.jackson.core.JsonFactory.createGenerator,8,10,32,24,75.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory.createGenerator,4,4,12,8,66.66666666666666,0,2
@@ com.fasterxml.jackson.core.JsonFactory.createGenerator,8,10,32,24,75.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory._createGenerator,6,7,16,12,75.0,0,1
@@ com.fasterxml.jackson.core.JsonFactory._createUTF8Generator,6,7,16,12,75.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory._createWriter,4,4,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.JsonFactory._getBufferRecycler,7,8,8,5,62.5,0,1
@@ com.fasterxml.jackson.core.JsonFactory._optimizedStreamFromURL,7,10,12,7,58.333333333333336,0,1
@@ com.fasterxml.jackson.core.JsonGenerator$Feature.collectDefaults,7,8,18,9,50.0,0,0
@@ com.fasterxml.jackson.core.JsonParser$Feature.collectDefaults,7,8,18,9,50.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.configure,5,5,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.isEnabled,5,5,6,6,100.0,0,1
@@ com.fasterxml.jackson.core.JsonParser.nextFieldName,6,7,8,4,50.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.nextTextValue,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.nextIntValue,5,5,6,6,100.0,0,3
@@ com.fasterxml.jackson.core.JsonParser.nextLongValue,5,5,6,6,100.0,0,1
@@ com.fasterxml.jackson.core.JsonParser.nextBooleanValue,5,6,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.isExpectedStartArrayToken,5,5,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.JsonParser.getByteValue,5,6,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.JsonParser.getShortValue,5,6,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.JsonParser.getBooleanValue,6,7,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.readValueAs,4,4,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.JsonParser.readValueAs,4,4,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.JsonParser.readValuesAs,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.readValuesAs,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.JsonParser.readValueAsTree,4,4,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.sym.Name3.equals,8,11,20,10,50.0,0,0
@@ com.fasterxml.jackson.core.sym.NameN.<init>,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.sym.NameN.equals,9,11,24,17,70.83333333333334,0,1
@@ com.fasterxml.jackson.core.sym.Name1.equals,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.sym.Name1.equals,6,7,8,4,50.0,0,0
@@ com.fasterxml.jackson.core.sym.Name1.equals,6,7,8,4,50.0,0,0
@@ com.fasterxml.jackson.core.sym.Name2.equals,6,7,12,6,50.0,0,0
@@ com.fasterxml.jackson.core.sym.Name2.equals,7,9,14,7,50.0,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$Bucket.<init>,5,5,5,5,100.0,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$Bucket.find,11,15,40,21,52.5,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$Bucket.find,11,15,40,21,52.5,0,1
@@ com.fasterxml.jackson.core.sym.Name.equals,5,5,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.<init>,9,11,18,8,44.44444444444444,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.release,5,6,8,5,62.5,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.mergeChild,7,9,18,11,61.111111111111114,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.size,4,4,8,8,100.0,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.maybeDirty,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.findName,13,18,27,24,88.88888888888889,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.findName,16,22,37,34,91.8918918918919,0,3
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.findName,17,24,41,34,82.92682926829268,0,3
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.addName,7,8,13,9,69.23076923076923,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.addName,10,12,22,16,72.72727272727273,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.calcHash,7,8,18,11,61.111111111111114,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.calcQuads,9,12,39,22,56.41025641025641,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer._addSymbol,26,37,104,77,74.03846153846155,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.rehash,29,39,129,82,63.565891472868216,0,1
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.findBestBucket,9,11,26,11,42.30769230769231,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.unshareCollision,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.constructName,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer.constructName,10,14,30,24,80.0,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket.<init>,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket.find,12,16,38,10,26.31578947368421,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.mergeChild,8,10,19,16,84.21052631578947,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.release,6,7,8,6,75.0,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.collisionCount,7,8,18,9,50.0,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.findSymbol,27,40,107,68,63.55140186915887,0,1
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.calcHash,8,9,17,6,35.294117647058826,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.calcHash,8,9,17,6,35.294117647058826,0,0
@@ com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.rehash,22,29,102,66,64.70588235294117,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.releaseBuffers,6,7,13,11,84.61538461538461,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithEmpty,4,4,5,3,60.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithShared,4,4,5,3,60.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithCopy,6,7,15,13,86.66666666666667,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.resetWithString,4,4,6,4,66.66666666666666,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.findBuffer,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.size,8,10,21,21,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.getTextOffset,5,5,6,6,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.hasTextAsCharacters,7,9,12,8,66.66666666666666,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.getTextBuffer,10,13,25,25,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsString,19,26,63,49,77.77777777777779,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsArray,4,4,5,2,40.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.contentsAsDecimal,8,10,22,22,100.0,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.ensureNotShared,4,4,5,3,60.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.append,6,7,20,13,65.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.getCurrentSegment,8,10,20,15,75.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.emptyAndGetCurrentSegment,6,7,12,7,58.333333333333336,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.finishCurrentSegment,4,4,10,6,60.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.expandCurrentSegment,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.unshare,7,9,22,11,50.0,0,0
@@ com.fasterxml.jackson.core.util.TextBuffer.expand,6,7,19,11,57.89473684210527,0,1
@@ com.fasterxml.jackson.core.util.TextBuffer.buildResultArray,16,22,57,47,82.45614035087719,0,1
@@ com.fasterxml.jackson.core.util.VersionUtil.<init>,4,4,5,2,40.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.versionFor,6,7,7,7,100.0,0,1
@@ com.fasterxml.jackson.core.util.VersionUtil.packageVersionFor,6,7,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.doReadVersion,9,12,26,6,23.076923076923077,0,1
@@ com.fasterxml.jackson.core.util.VersionUtil.mavenVersionFor,4,4,3,3,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.parseVersion,15,19,21,21,100.0,0,0
@@ com.fasterxml.jackson.core.util.VersionUtil.parseVersionPart,8,10,20,10,50.0,0,1
@@ com.fasterxml.jackson.core.util.JsonParserSequence.createFlattened,11,14,19,17,89.47368421052632,0,0
@@ com.fasterxml.jackson.core.util.JsonParserSequence.addFlattenedActiveParsers,8,9,18,13,72.22222222222221,0,0
@@ com.fasterxml.jackson.core.util.JsonParserSequence.nextToken,7,9,10,9,90.0,0,0
@@ com.fasterxml.jackson.core.util.JsonParserSequence.switchToNext,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.<init>,5,5,7,7,100.0,0,1
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.reset,4,4,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.release,5,6,12,8,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.append,4,4,11,8,72.72727272727273,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.appendTwoBytes,5,5,12,12,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.appendThreeBytes,5,5,12,12,100.0,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder.toByteArray,11,14,30,25,83.33333333333334,0,0
@@ com.fasterxml.jackson.core.util.ByteArrayBuilder._allocMore,4,4,7,4,57.14285714285714,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Lf2SpacesIndenter.withLinefeed,4,4,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Lf2SpacesIndenter.writeIndentation,7,8,15,8,53.333333333333336,0,1
@@ com.fasterxml.jackson.core.util.MinimalPrettyPrinter.writeRootValueSeparator,4,4,7,5,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.util.BufferRecycler.allocByteBuffer,5,5,10,8,80.0,0,0
@@ com.fasterxml.jackson.core.util.BufferRecycler.allocCharBuffer,8,10,27,14,51.85185185185185,0,0
@@ com.fasterxml.jackson.core.util.InternCache.removeEldestEntry,5,5,2,2,100.0,0,0
@@ com.fasterxml.jackson.core.util.InternCache.intern,4,4,6,3,50.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.<init>,5,5,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withRootSeparator,6,8,17,7,41.17647058823529,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.indentArraysWith,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.indentObjectsWith,5,5,5,5,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withArrayIndenter,6,7,15,8,53.333333333333336,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.withObjectIndenter,6,7,15,8,53.333333333333336,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter._withSpaces,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeRootValueSeparator,4,4,7,5,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeStartObject,4,4,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeObjectFieldValueSeparator,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeEndObject,7,8,15,11,73.33333333333333,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeStartArray,4,4,7,5,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.util.DefaultPrettyPrinter.writeEndArray,7,8,15,11,73.33333333333333,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseReadIOBuffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseWriteEncodingBuffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseBase64Buffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseTokenBuffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseConcatBuffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext.releaseNameCopyBuffer,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.core.io.IOContext._verifyAlloc,4,4,2,2,100.0,0,1
@@ com.fasterxml.jackson.core.io.IOContext._verifyRelease,4,4,4,4,100.0,0,1
@@ com.fasterxml.jackson.core.io.BaseReader.close,4,4,4,3,75.0,0,0
@@ com.fasterxml.jackson.core.io.BaseReader.read,6,7,14,6,42.857142857142854,0,1
@@ com.fasterxml.jackson.core.io.BaseReader.freeBuffers,4,4,5,4,80.0,0,1
@@ com.fasterxml.jackson.core.io.UTF8Writer.close,9,12,26,20,76.92307692307693,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.flush,6,7,14,10,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,34,48,188,56,29.78723404255319,0,1
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,21,29,71,32,45.07042253521127,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.write,34,48,188,56,29.78723404255319,0,2
@@ com.fasterxml.jackson.core.io.UTF8Writer.convertSurrogate,5,6,8,6,75.0,0,0
@@ com.fasterxml.jackson.core.io.UTF8Writer.illegalSurrogateDesc,8,10,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.getInstance,7,8,8,5,62.5,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.quoteAsString,22,30,124,37,29.838709677419356,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.quoteAsUTF8,40,57,317,47,14.826498422712934,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder.encodeAsUTF8,36,51,290,25,8.620689655172415,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder._appendByteEscape,8,9,16,14,87.5,0,0
@@ com.fasterxml.jackson.core.io.JsonStringEncoder._convertSurrogate,5,6,8,6,75.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.<init>,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asQuotedChars,4,4,6,3,50.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asUnquotedUTF8,4,4,6,3,50.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.asQuotedUTF8,4,4,6,3,50.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendQuotedUTF8,6,7,17,12,70.58823529411765,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendQuoted,6,7,17,12,70.58823529411765,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendUnquotedUTF8,6,7,17,12,70.58823529411765,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.appendUnquoted,4,4,10,10,100.0,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.writeQuotedUTF8,4,4,7,4,57.14285714285714,0,0
@@ com.fasterxml.jackson.core.io.SerializedString.writeUnquotedUTF8,4,4,7,4,57.14285714285714,0,1
@@ com.fasterxml.jackson.core.io.SerializedString.putQuotedUTF8,6,7,14,9,64.28571428571429,0,1
@@ com.fasterxml.jackson.core.io.SerializedString.putUnquotedUTF8,6,7,14,9,64.28571428571429,0,1
@@ com.fasterxml.jackson.core.io.SerializedString.equals,7,9,13,10,76.92307692307693,0,0
@@ com.fasterxml.jackson.core.io.CharTypes.charToHex,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.CharTypes.appendQuoted,11,14,31,22,70.96774193548387,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.parseInt,11,18,65,40,61.53846153846154,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseInt,31,48,79,39,49.36708860759494,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseLong,4,4,4,4,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.inLongRange,17,22,29,24,82.75862068965517,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.inLongRange,17,22,29,24,82.75862068965517,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsInt,16,23,44,17,38.63636363636363,0,1
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsLong,16,23,44,17,38.63636363636363,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseAsDouble,6,7,8,8,100.0,0,0
@@ com.fasterxml.jackson.core.io.NumberInput.parseDouble,4,4,3,3,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF32Reader.<init>,5,5,3,3,100.0,0,0
@@ com.fasterxml.jackson.core.io.UTF32Reader.read,26,38,110,60,54.54545454545454,0,1
@@ com.fasterxml.jackson.core.io.UTF32Reader.loadMore,30,41,78,50,64.1025641025641,0,1
@@ com.fasterxml.jackson.core.io.MergedStream.available,4,4,9,9,100.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.mark,4,4,7,5,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.markSupported,6,7,8,4,50.0,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.read,6,7,17,14,82.35294117647058,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.read,8,10,33,24,72.72727272727273,0,1
@@ com.fasterxml.jackson.core.io.MergedStream.reset,4,4,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.skip,8,10,31,18,58.06451612903226,0,0
@@ com.fasterxml.jackson.core.io.MergedStream.freeMergedBuffer,5,6,10,7,70.0,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputInt,23,31,88,35,39.77272727272727,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputInt,23,31,88,35,39.77272727272727,0,1
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLong,16,21,61,33,54.09836065573771,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLong,19,25,73,38,52.054794520547944,0,1
@@ com.fasterxml.jackson.core.io.NumberOutput.toString,7,9,16,12,75.0,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.toString,5,6,6,4,66.66666666666666,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLeadingTriplet,6,7,19,12,63.1578947368421,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.outputLeadingTriplet,6,7,19,12,63.1578947368421,0,0
@@ com.fasterxml.jackson.core.io.NumberOutput.calcLongStrLength,7,8,16,5,31.25,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.releaseBuffered,4,4,7,7,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.loadMore,7,9,16,13,81.25,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getNextChar,5,6,13,9,69.23076923076923,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._closeInput,7,9,15,7,46.666666666666664,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._releaseBuffers,4,4,5,4,80.0,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getText,6,7,13,11,84.61538461538461,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getValueAsString,6,7,14,12,85.71428571428571,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getValueAsString,6,7,15,13,86.66666666666667,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._getText2,7,9,13,13,100.0,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextCharacters,15,22,56,40,71.42857142857143,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextLength,9,13,27,22,81.48148148148148,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getTextOffset,8,12,23,13,56.52173913043478,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.getBinaryValue,10,14,34,19,55.88235294117647,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.readBinaryValue,5,6,17,12,70.58823529411765,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._readBinary,44,66,206,91,44.1747572815534,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextToken,40,61,150,81,54.0,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser._nextAfterName,6,7,18,16,88.88888888888889,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextTextValue,15,20,40,36,90.0,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextIntValue,13,17,36,34,94.44444444444444,0,0
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextLongValue,13,17,36,34,94.44444444444444,0,1
@@ com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextBooleanValue,15,21,42,40,95.23809523809523,0,0
