@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.jxpath.JXPathContextFactoryConfigurationError.getMessage,5,6,9,3,5,33.33333333333333,55.55555555555556,0,2
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.isDynamic,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptors,7,8,18,3,5,16.666666666666664,27.77777777777778,0,6
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor,17,22,73,22,41,30.136986301369863,56.16438356164384,0,38
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.toString,9,11,19,6,8,31.57894736842105,42.10526315789473,0,6
@@ org.apache.commons.jxpath.XMLDocumentContainer.<init>,4,4,2,2,2,100.0,100.0,0,1
@@ org.apache.commons.jxpath.XMLDocumentContainer.getValue,7,8,16,3,5,18.75,31.25,0,2
@@ org.apache.commons.jxpath.JXPathIntrospector.registerDynamicClass,5,5,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.jxpath.JXPathIntrospector.getBeanInfo,7,9,18,4,6,22.22222222222222,33.33333333333333,0,3
@@ org.apache.commons.jxpath.JXPathIntrospector.findDynamicBeanInfo,18,27,39,15,28,38.46153846153847,71.7948717948718,0,17
@@ org.apache.commons.jxpath.JXPathIntrospector.instantiate,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.jxpath.PackageFunctions.getFunction,33,51,98,39,62,39.795918367346935,63.26530612244898,0,52
@@ org.apache.commons.jxpath.JXPathContextFactory.newInstance,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.jxpath.JXPathContextFactory.findFactory,22,32,45,16,26,35.55555555555556,57.77777777777777,0,7
@@ org.apache.commons.jxpath.FunctionLibrary.getUsedNamespaces,4,4,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.jxpath.FunctionLibrary.getFunction,12,16,34,8,15,23.52941176470588,44.11764705882353,0,4
@@ org.apache.commons.jxpath.FunctionLibrary.prepareCache,13,16,32,5,9,15.625,28.125,0,12
@@ org.apache.commons.jxpath.ClassFunctions.getFunction,14,19,34,10,18,29.411764705882355,52.94117647058824,0,4
@@ org.apache.commons.jxpath.BasicVariables.getVariable,4,4,10,2,2,20.0,20.0,0,2
@@ org.apache.commons.jxpath.servlet.PageContextHandler.getPropertyNames,14,17,20,4,5,20.0,25.0,0,2
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getPageContext,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getRequestContext,9,12,22,6,9,27.27272727272727,40.909090909090914,0,3
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getSessionContext,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getApplicationContext,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestAndContext.getSession,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.jxpath.servlet.KeywordVariables.getVariable,4,4,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.jxpath.servlet.ServletContextHandler.collectPropertyNames,5,5,4,1,2,25.0,50.0,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.collectPropertyNames,8,9,9,2,3,22.22222222222222,33.33333333333333,0,1
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.getProperty,10,13,16,5,8,31.25,50.0,0,1
@@ org.apache.commons.jxpath.servlet.PageScopeContextHandler.getPropertyNames,5,5,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.collectPropertyNames,6,7,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.getProperty,5,6,10,3,5,30.0,50.0,0,1
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.setProperty,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupConstructor,25,34,73,28,48,38.35616438356164,65.75342465753424,0,46
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupStaticMethod,28,40,90,34,62,37.77777777777778,68.88888888888889,0,43
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupMethod,31,46,100,36,67,36.0,67.0,0,49
@@ org.apache.commons.jxpath.util.MethodLookupUtils.matchParameterTypes,17,23,41,14,30,34.146341463414636,73.17073170731707,0,9
@@ org.apache.commons.jxpath.util.MethodLookupUtils.matchType,10,13,15,5,8,33.33333333333333,53.333333333333336,0,1
@@ org.apache.commons.jxpath.util.BasicTypeConverter$ValueNodeSet.getPointers,7,8,23,3,6,13.043478260869565,26.08695652173913,0,2
@@ org.apache.commons.jxpath.util.ValueUtils.isCollection,8,10,7,4,6,57.14285714285714,85.71428571428571,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.getCollectionHint,12,16,10,6,10,60.0,100.0,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.getIndexedPropertyLength,9,11,17,4,7,23.52941176470588,41.17647058823529,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.getLength,8,10,9,4,6,44.44444444444444,66.66666666666666,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.iterate,13,17,24,6,11,25.0,45.83333333333333,0,3
@@ org.apache.commons.jxpath.util.ValueUtils.expandCollection,10,13,16,4,7,25.0,43.75,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.remove,23,32,49,14,24,28.57142857142857,48.97959183673469,0,8
@@ org.apache.commons.jxpath.util.ValueUtils.getValue,20,29,42,12,22,28.57142857142857,52.38095238095239,0,4
@@ org.apache.commons.jxpath.util.ValueUtils.setValue,9,12,15,5,8,33.33333333333333,53.333333333333336,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.getValue,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.jxpath.util.ValueUtils.setValue,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.jxpath.util.ValueUtils.getValue,6,7,11,3,5,27.27272727272727,45.45454545454545,0,1
@@ org.apache.commons.jxpath.util.ValueUtils.setValue,11,14,23,6,9,26.08695652173913,39.130434782608695,0,3
@@ org.apache.commons.jxpath.util.ValueUtils.getDynamicPropertyHandler,4,4,6,2,2,33.33333333333333,33.33333333333333,0,2
@@ org.apache.commons.jxpath.util.ValueUtils.getAccessibleMethod,16,22,29,10,17,34.48275862068966,58.620689655172406,0,6
@@ org.apache.commons.jxpath.util.ValueUtils.getAccessibleMethodFromInterfaceNest,11,14,31,9,21,29.03225806451613,67.74193548387096,0,5
@@ org.apache.commons.jxpath.util.BasicTypeConverter$ValuePointer.asPath,15,20,31,7,12,22.58064516129032,38.70967741935484,0,3
@@ org.apache.commons.jxpath.util.BasicTypeConverter.canConvert,71,109,132,42,82,31.818181818181817,62.121212121212125,0,52
@@ org.apache.commons.jxpath.util.BasicTypeConverter.convert,75,110,178,39,79,21.910112359550563,44.38202247191011,0,52
@@ org.apache.commons.jxpath.util.BasicTypeConverter.convertNullToPrimitive,18,25,33,9,16,27.27272727272727,48.484848484848484,0,3
@@ org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive,26,41,56,17,40,30.357142857142854,71.42857142857143,0,11
@@ org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber,20,31,42,13,30,30.952380952380953,71.42857142857143,0,7
@@ org.apache.commons.jxpath.util.BasicTypeConverter.canCreateCollection,9,12,8,6,8,75.0,100.0,0,1
@@ org.apache.commons.jxpath.util.BasicTypeConverter.allocateCollection,9,12,10,6,8,60.0,80.0,0,1
@@ org.apache.commons.jxpath.util.BasicTypeConverter.unmodifiableCollection,6,7,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.jxpath.ri.InfoSetUtil.stringValue,21,29,28,10,18,35.714285714285715,64.28571428571429,0,2
@@ org.apache.commons.jxpath.ri.InfoSetUtil.number,17,23,23,8,14,34.78260869565217,60.86956521739131,0,2
@@ org.apache.commons.jxpath.ri.InfoSetUtil.doubleValue,19,26,22,9,16,40.909090909090914,72.72727272727273,0,3
@@ org.apache.commons.jxpath.ri.InfoSetUtil.booleanValue,26,37,31,13,24,41.935483870967744,77.41935483870968,0,4
@@ org.apache.commons.jxpath.ri.EvalContext.getDocumentOrder,5,6,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.isChildOrderingRequired,4,4,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.jxpath.ri.EvalContext.hasNext,12,16,22,7,10,31.818181818181817,45.45454545454545,0,2
@@ org.apache.commons.jxpath.ri.EvalContext.next,13,18,26,8,12,30.76923076923077,46.15384615384615,0,2
@@ org.apache.commons.jxpath.ri.EvalContext.performIteratorStep,8,11,13,6,9,46.15384615384615,69.23076923076923,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.constructIterator,13,17,21,5,9,23.809523809523807,42.857142857142854,0,4
@@ org.apache.commons.jxpath.ri.EvalContext.getContextNodeList,10,12,13,5,6,38.46153846153847,46.15384615384615,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.getNodeSet,8,10,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.toString,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.jxpath.ri.EvalContext.getRootContext,4,4,9,2,3,22.22222222222222,33.33333333333333,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.getSingleNodePointer,6,7,5,3,4,60.0,80.0,0,1
@@ org.apache.commons.jxpath.ri.EvalContext.nextSet,13,18,25,7,12,28.000000000000004,48.0,0,1
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.<init>,7,8,14,4,5,28.57142857142857,35.714285714285715,0,2
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.createNodeFactoryArray,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.compileExpression,13,17,25,7,12,28.000000000000004,48.0,0,6
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getValue,19,30,37,16,28,43.24324324324324,75.67567567567568,0,8
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getValue,7,9,15,4,7,26.666666666666668,46.666666666666664,0,2
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getPointer,9,12,19,7,16,36.84210526315789,84.21052631578947,0,2
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.createPath,7,8,12,3,5,25.0,41.66666666666667,0,5
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.setValue,12,15,23,6,12,26.08695652173913,52.17391304347826,0,4
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.checkSimplePath,5,6,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.removePath,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.removeAll,8,9,12,3,5,25.0,41.66666666666667,0,1
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getRelativeContext,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getVariablePointer,9,11,23,7,15,30.434782608695656,65.21739130434783,0,4
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getFunction,8,10,18,6,11,33.33333333333333,61.111111111111114,0,27
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.registerNamespace,4,4,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.setNamespaceContextPointer,4,4,10,2,3,20.0,30.0,0,1
@@ org.apache.commons.jxpath.ri.JXPathContextReferenceImpl.getDefaultNamespaceURI,6,7,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.jxpath.ri.QName.<init>,5,5,7,2,2,28.57142857142857,28.57142857142857,0,2
@@ org.apache.commons.jxpath.ri.QName.toString,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ org.apache.commons.jxpath.ri.QName.equals,13,19,35,9,14,25.71428571428571,40.0,0,15
@@ org.apache.commons.jxpath.ri.NamespaceResolver.getNamespaceContextPointer,5,6,12,3,5,25.0,41.66666666666667,0,1
@@ org.apache.commons.jxpath.ri.NamespaceResolver.getNamespaceURI,8,11,22,8,12,36.36363636363637,54.54545454545454,0,6
@@ org.apache.commons.jxpath.ri.NamespaceResolver.getPrefix,15,21,44,10,16,22.727272727272727,36.36363636363637,0,13
@@ org.apache.commons.jxpath.ri.NamespaceResolver.seal,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.jxpath.ri.Parser.describePosition,6,7,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.jxpath.ri.axes.RootContext.<init>,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.jxpath.ri.axes.RootContext.getConstantContext,7,8,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ org.apache.commons.jxpath.ri.axes.RootContext.getRegisteredValue,6,8,12,4,7,33.33333333333333,58.333333333333336,0,1
@@ org.apache.commons.jxpath.ri.axes.RootContext.setRegisteredValue,8,10,23,5,9,21.73913043478261,39.130434782608695,0,4
@@ org.apache.commons.jxpath.ri.axes.DescendantContext.getCurrentNodePointer,5,6,8,3,5,37.5,62.5,0,1
@@ org.apache.commons.jxpath.ri.axes.DescendantContext.setPosition,7,9,15,5,6,33.33333333333333,40.0,0,2
@@ org.apache.commons.jxpath.ri.axes.DescendantContext.nextNode,18,27,65,16,28,24.615384615384617,43.07692307692308,0,24
@@ org.apache.commons.jxpath.ri.axes.DescendantContext.isRecursive,8,10,13,4,8,30.76923076923077,61.53846153846154,0,3
@@ org.apache.commons.jxpath.ri.axes.PrecedingOrFollowingContext.getDocumentOrder,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.jxpath.ri.axes.PrecedingOrFollowingContext.setPosition,7,9,15,5,6,33.33333333333333,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.PrecedingOrFollowingContext.nextNode,29,44,105,21,35,20.0,33.33333333333333,0,65
@@ org.apache.commons.jxpath.ri.axes.UnionContext.getDocumentOrder,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.UnionContext.setPosition,12,16,33,5,10,15.151515151515152,30.303030303030305,0,7
@@ org.apache.commons.jxpath.ri.axes.InitialContext.<init>,7,8,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.jxpath.ri.axes.InitialContext.setPosition,10,13,17,5,8,29.411764705882355,47.05882352941176,0,1
@@ org.apache.commons.jxpath.ri.axes.InitialContext.nextSet,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.ParentContext.setPosition,5,5,2,2,2,100.0,100.0,0,1
@@ org.apache.commons.jxpath.ri.axes.ParentContext.nextNode,11,15,37,12,24,32.432432432432435,64.86486486486487,0,6
@@ org.apache.commons.jxpath.ri.axes.SelfContext.getCurrentNodePointer,5,6,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.jxpath.ri.axes.SelfContext.setPosition,12,16,28,8,18,28.57142857142857,64.28571428571429,0,4
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doStep,14,20,36,8,16,22.22222222222222,44.44444444444444,0,4
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doStepNoPredicatesPropertyOwner,17,23,53,12,24,22.641509433962266,45.28301886792453,0,10
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doStepNoPredicatesStandard,16,22,50,12,24,24.0,48.0,0,10
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doStepPredicatesPropertyOwner,4,4,11,2,2,18.181818181818183,18.181818181818183,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.createChildPointerForStep,12,16,18,8,12,44.44444444444444,66.66666666666666,0,3
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doStepPredicatesStandard,24,34,79,17,33,21.518987341772153,41.77215189873418,0,13
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doPredicate,6,7,24,3,4,12.5,16.666666666666664,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doPredicateName,26,37,92,23,48,25.0,52.17391304347826,0,30
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doPredicatesStandard,18,25,56,11,17,19.642857142857142,30.357142857142854,0,7
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.doPredicateIndex,4,4,17,2,2,11.76470588235294,11.76470588235294,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.indexFromPredicate,12,16,31,14,25,45.16129032258064,80.64516129032258,0,2
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.computeQuality,6,7,14,5,9,35.714285714285715,64.28571428571429,0,2
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.isNameAttributeEqual,7,9,8,4,6,50.0,75.0,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.isCollectionElement,9,13,12,6,10,50.0,83.33333333333334,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.valuePointer,5,5,3,2,3,66.66666666666666,100.0,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.createNullPointer,10,13,23,6,9,26.08695652173913,39.130434782608695,0,2
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.createNullPointerForPredicates,10,12,40,12,20,30.0,50.0,0,18
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.getNodeIterator,11,14,18,6,8,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.jxpath.ri.axes.SimplePathInterpreter.isLangAttribute,7,9,6,4,6,66.66666666666666,100.0,0,1
@@ org.apache.commons.jxpath.ri.axes.NamespaceContext.setPosition,7,9,11,5,6,45.45454545454545,54.54545454545454,0,1
@@ org.apache.commons.jxpath.ri.axes.NamespaceContext.nextNode,17,23,39,10,22,25.64102564102564,56.41025641025641,0,4
@@ org.apache.commons.jxpath.ri.axes.NodeSetContext.getCurrentNodePointer,5,6,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.jxpath.ri.axes.NodeSetContext.setPosition,6,7,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.jxpath.ri.axes.NodeSetContext.nextSet,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.jxpath.ri.axes.ChildContext.getCurrentNodePointer,7,9,12,5,6,41.66666666666667,50.0,0,1
@@ org.apache.commons.jxpath.ri.axes.ChildContext.getSingleNodePointer,10,13,17,5,8,29.411764705882355,47.05882352941176,0,2
@@ org.apache.commons.jxpath.ri.axes.ChildContext.setPosition,6,7,10,4,4,40.0,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.ChildContext.prepare,7,8,14,3,4,21.428571428571427,28.57142857142857,0,1
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.<init>,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.nextNode,25,35,72,23,43,31.944444444444443,59.72222222222222,0,39
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.setupDynamicPropertyPointer,8,10,13,4,6,30.76923076923077,46.15384615384615,0,1
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.setPosition,10,14,25,7,10,28.000000000000004,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.getCurrentNodePointer,7,9,14,5,6,35.714285714285715,42.857142857142854,0,2
@@ org.apache.commons.jxpath.ri.axes.PredicateContext.setPositionStandard,7,9,15,5,6,33.33333333333333,40.0,0,1
@@ org.apache.commons.jxpath.ri.axes.AncestorContext.setPosition,7,9,11,5,6,45.45454545454545,54.54545454545454,0,1
@@ org.apache.commons.jxpath.ri.axes.AncestorContext.nextNode,9,13,34,7,12,20.588235294117645,35.294117647058826,0,2
@@ org.apache.commons.jxpath.ri.axes.AttributeContext.setPosition,7,9,11,5,6,45.45454545454545,54.54545454545454,0,1
@@ org.apache.commons.jxpath.ri.axes.AttributeContext.nextNode,10,13,27,7,16,25.925925925925924,59.25925925925925,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.unescape,8,9,22,6,10,27.27272727272727,45.45454545454545,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.NCName,39,73,149,36,37,24.161073825503358,24.832214765100673,0,10
@@ org.apache.commons.jxpath.ri.parser.XPathParser.NCName_Without_CoreFunctions,9,13,29,6,7,20.689655172413794,24.137931034482758,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.CoreFunctionName,34,63,156,31,31,19.871794871794872,19.871794871794872,0,9
@@ org.apache.commons.jxpath.ri.parser.XPathParser.QName,7,8,22,4,8,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.QName_Without_CoreFunctions,9,11,27,5,10,18.51851851851852,37.03703703703704,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.LocationPath,6,7,16,3,3,18.75,18.75,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AbsoluteLocationPath,10,12,28,3,6,10.714285714285714,21.428571428571427,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.RelativeLocationPath,5,5,13,1,2,7.6923076923076925,15.384615384615385,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.LocationStep,6,7,18,3,4,16.666666666666664,22.22222222222222,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.NodeTest,20,28,79,12,28,15.18987341772152,35.44303797468354,0,9
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AxisSpecifier,5,5,12,2,2,16.666666666666664,16.666666666666664,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AxisName,17,29,71,14,14,19.718309859154928,19.718309859154928,0,4
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AbbreviatedAxisSpecifier,5,5,12,2,2,16.666666666666664,16.666666666666664,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.PrimaryExpr,12,17,47,7,9,14.893617021276595,19.148936170212767,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.FunctionCall,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.CoreFunctionCall,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.ArgumentList,8,9,24,2,4,8.333333333333332,16.666666666666664,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.UnionExpr,9,11,28,7,12,25.0,42.857142857142854,0,4
@@ org.apache.commons.jxpath.ri.parser.XPathParser.PathExpr,7,8,15,3,4,20.0,26.666666666666668,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.FilterExpr,10,12,34,6,11,17.647058823529413,32.35294117647059,0,3
@@ org.apache.commons.jxpath.ri.parser.XPathParser.OrExpr,9,11,28,7,12,25.0,42.857142857142854,0,4
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AndExpr,9,11,28,7,12,25.0,42.857142857142854,0,4
@@ org.apache.commons.jxpath.ri.parser.XPathParser.EqualityExpr,8,10,34,10,14,29.411764705882355,41.17647058823529,0,7
@@ org.apache.commons.jxpath.ri.parser.XPathParser.RelationalExpr,10,14,60,26,32,43.333333333333336,53.333333333333336,0,14
@@ org.apache.commons.jxpath.ri.parser.XPathParser.AdditiveExpr,9,11,28,7,12,25.0,42.857142857142854,0,6
@@ org.apache.commons.jxpath.ri.parser.XPathParser.SubtractiveExpr,5,5,15,2,4,13.333333333333334,26.666666666666668,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.MultiplicativeExpr,9,12,46,17,22,36.95652173913043,47.82608695652174,0,11
@@ org.apache.commons.jxpath.ri.parser.XPathParser.UnaryExpr,6,7,17,3,3,17.647058823529413,17.647058823529413,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.WildcardName,16,21,58,10,16,17.24137931034483,27.586206896551722,0,7
@@ org.apache.commons.jxpath.ri.parser.XPathParser.NodeType,8,11,26,5,5,19.230769230769234,19.230769230769234,0,2
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_1,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_2,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_3,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_4,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_5,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_2_6,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.jxpath.ri.parser.XPathParser.jj_3R_65,7,9,12,4,6,33.33333333333333,50.0,0,1
