@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.mockito.internal.invocation.InvocationMatcher.isVarargMatcher,4,4,5,4,80.0,0,0
@@ org.mockito.internal.invocation.InvocationMatcher.isVariableArgument,8,11,14,14,100.0,0,1
@@ org.mockito.internal.invocation.InvocationMatcher.createFrom,5,5,2,2,100.0,0,0
@@ org.mockito.internal.invocation.finder.AllInvocationsFinder.find,5,5,2,2,100.0,0,1
@@ org.mockito.internal.handler.InvocationNotifierHandler.notifyMethodCall,5,5,2,2,100.0,0,1
@@ org.mockito.internal.handler.InvocationNotifierHandler.notifyMethodCallException,5,5,2,2,100.0,0,0
@@ org.mockito.internal.handler.NullResultGuardian.handle,5,6,6,6,100.0,0,1
@@ org.mockito.internal.handler.MockHandlerImpl.handle,10,13,40,40,100.0,0,0
@@ org.mockito.internal.handler.MockHandlerImpl.createVerificationData,4,4,6,6,100.0,0,0
@@ org.mockito.internal.reporting.SmartPrinter.<init>,6,7,9,9,100.0,0,0
@@ org.mockito.internal.reporting.Pluralizer.pluralize,5,5,3,3,100.0,0,1
@@ org.mockito.internal.reporting.PrintSettings.print,6,8,11,11,100.0,0,0
@@ org.mockito.internal.configuration.MockAnnotationProcessor.process,9,11,16,16,100.0,0,0
@@ org.mockito.internal.configuration.InjectingAnnotationEngine.processInjectMocks,5,5,8,4,50.0,0,0
@@ org.mockito.internal.configuration.InjectingAnnotationEngine.processIndependentAnnotations,5,5,10,6,60.0,0,1
@@ org.mockito.internal.configuration.InjectingAnnotationEngine.injectMocks,5,5,12,8,66.66666666666666,0,0
@@ org.mockito.internal.configuration.DefaultAnnotationEngine.forAnnotation,4,4,10,10,100.0,0,0
@@ org.mockito.internal.configuration.DefaultAnnotationEngine.process,10,12,10,9,90.0,0,1
@@ org.mockito.internal.configuration.DefaultAnnotationEngine.throwIfAlreadyAssigned,4,4,3,3,100.0,0,0
@@ org.mockito.internal.configuration.GlobalConfiguration.<init>,4,4,4,4,100.0,0,0
@@ org.mockito.internal.configuration.GlobalConfiguration.createConfig,4,4,4,4,100.0,0,0
@@ org.mockito.internal.configuration.CaptorAnnotationProcessor.process,4,4,4,4,100.0,0,1
@@ org.mockito.internal.configuration.SpyAnnotationEngine.process,13,17,18,18,100.0,0,1
@@ org.mockito.internal.configuration.SpyAnnotationEngine.assertNotInterface,7,8,7,7,100.0,0,1
@@ org.mockito.internal.configuration.SpyAnnotationEngine.newSpyInstance,11,15,26,26,100.0,0,1
@@ org.mockito.internal.configuration.SpyAnnotationEngine.assertNoIncompatibleAnnotations,7,8,5,5,100.0,0,0
@@ org.mockito.internal.configuration.plugins.PluginLoader.loadPlugin,4,4,5,5,100.0,0,1
@@ org.mockito.internal.configuration.plugins.PluginLoader.loadImpl,6,7,13,10,76.92307692307693,0,1
@@ org.mockito.internal.configuration.plugins.PluginFinder.findPluginClass,9,11,12,12,100.0,0,1
@@ org.mockito.internal.configuration.plugins.PluginFileReader.readPluginClass,7,8,3,3,100.0,0,0
@@ org.mockito.internal.configuration.plugins.PluginFileReader.stripCommentAndWhitespace,4,4,6,5,83.33333333333334,0,1
@@ org.mockito.internal.configuration.injection.PropertyAndSetterInjection.processInjection,5,5,13,6,46.15384615384615,0,0
@@ org.mockito.internal.configuration.injection.PropertyAndSetterInjection.injectMockCandidatesOnFields,7,8,16,13,81.25,0,1
@@ org.mockito.internal.configuration.injection.MockInjection$OngoingMockInjection.apply,5,5,5,5,100.0,0,1
@@ org.mockito.internal.configuration.injection.SpyOnInjectedFieldsHandler.processInjection,8,10,12,12,100.0,0,0
@@ org.mockito.internal.configuration.injection.MockInjectionStrategy.thenTry,5,5,10,10,100.0,0,1
@@ org.mockito.internal.configuration.injection.MockInjectionStrategy.process,4,4,12,12,100.0,0,0
@@ org.mockito.internal.configuration.injection.MockInjectionStrategy.relayProcessToNextStrategy,6,7,14,14,100.0,0,0
@@ org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver.resolveTypeInstances,5,5,3,3,100.0,0,0
@@ org.mockito.internal.configuration.injection.ConstructorInjection$SimpleArgumentResolver.objectThatIsAssignableFrom,7,8,5,5,100.0,0,0
@@ org.mockito.internal.configuration.injection.PropertyAndSetterInjection$1.isOut,6,7,4,4,100.0,0,0
@@ org.mockito.internal.configuration.injection.filter.NameBasedCandidateFilter.filterCandidate,9,11,23,23,100.0,0,0
@@ org.mockito.internal.configuration.injection.filter.TypeBasedCandidateFilter.filterCandidate,7,8,11,11,100.0,0,0
@@ org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter.filterCandidate,4,4,7,7,100.0,0,0
@@ org.mockito.internal.configuration.injection.filter.FinalMockCandidateFilter$1.thenInject,4,4,10,10,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.MockScanner.scan,7,8,7,7,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.MockScanner.preparedMock,6,7,13,13,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.MockScanner.isAnnotatedByMockOrSpy,7,9,6,6,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.MockScanner.isMockOrSpy,6,7,12,12,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.InjectMocksScanner.scan,7,8,6,6,100.0,0,0
@@ org.mockito.internal.configuration.injection.scanner.InjectMocksScanner.assertNoAnnotations,7,8,5,5,100.0,0,1
@@ org.mockito.internal.progress.ThreadSafeMockingProgress.threadSafely,4,4,4,4,100.0,0,0
@@ org.mockito.internal.progress.ArgumentMatcherStorageImpl.pullLocalizedMatchers,4,4,6,6,100.0,0,0
@@ org.mockito.internal.progress.ArgumentMatcherStorageImpl.popLastArgumentMatchers,5,5,11,7,63.63636363636363,0,0
@@ org.mockito.internal.progress.ArgumentMatcherStorageImpl.assertMatchersFoundFor,4,4,7,7,100.0,0,0
@@ org.mockito.internal.progress.ArgumentMatcherStorageImpl.assertIncorrectUseOfAdditionalMatchers,4,4,10,10,100.0,0,0
@@ org.mockito.internal.progress.ArgumentMatcherStorageImpl.validateState,4,4,6,6,100.0,0,0
@@ org.mockito.internal.progress.MockingProgressImpl.pullVerificationMode,4,4,6,6,100.0,0,0
@@ org.mockito.internal.progress.MockingProgressImpl.validateState,4,4,7,7,100.0,0,0
@@ org.mockito.internal.progress.MockingProgressImpl.validateMostStuff,4,4,8,8,100.0,0,0
@@ org.mockito.internal.progress.MockingProgressImpl.mockingStarted,4,4,9,9,100.0,0,0
@@ org.mockito.internal.progress.HandyReturnValues.returnFor,4,4,3,3,100.0,0,0
@@ org.mockito.internal.progress.HandyReturnValues.returnFor,5,5,4,4,100.0,0,1
@@ org.mockito.internal.util.Decamelizer.decamelizeMatcher,6,7,7,7,100.0,0,0
@@ org.mockito.internal.util.Decamelizer.decamelizeClassName,7,8,9,9,100.0,0,0
@@ org.mockito.internal.util.MockUtil.isTypeMockable,6,7,4,4,100.0,0,1
@@ org.mockito.internal.util.MockUtil.createMock,4,4,5,5,100.0,0,1
@@ org.mockito.internal.util.MockUtil.getMockHandler,6,7,9,9,100.0,0,1
@@ org.mockito.internal.util.MockUtil.isSpy,6,7,10,10,100.0,0,1
@@ org.mockito.internal.util.MockUtil.isMockitoMock,5,5,4,4,100.0,0,1
@@ org.mockito.internal.util.MockUtil.maybeRedefineMockName,5,6,9,9,100.0,0,0
@@ org.mockito.internal.util.MockCreationValidator.validateType,4,4,7,7,100.0,0,0
@@ org.mockito.internal.util.MockCreationValidator.validateExtraInterfaces,9,11,8,8,100.0,0,1
@@ org.mockito.internal.util.MockCreationValidator.validateMockedType,7,9,10,10,100.0,0,0
@@ org.mockito.internal.util.MockCreationValidator.validateDelegatedInstance,7,9,10,10,100.0,0,0
@@ org.mockito.internal.util.MockCreationValidator.validateSerializable,7,10,9,9,100.0,0,0
@@ org.mockito.internal.util.MockCreationValidator.validateConstructorUse,5,6,7,7,100.0,0,0
@@ org.mockito.internal.util.Checks.checkNotNull,4,4,4,4,100.0,0,1
@@ org.mockito.internal.util.Checks.checkItemsNotNull,5,5,2,2,100.0,0,0
@@ org.mockito.internal.util.StringJoiner.join,5,5,2,2,100.0,0,1
@@ org.mockito.internal.util.Timer.isCounting,8,10,12,12,100.0,0,1
@@ org.mockito.internal.util.Timer.validateInput,4,4,3,3,100.0,0,0
@@ org.mockito.internal.util.Primitives.primitiveTypeOf,4,4,5,5,100.0,0,1
@@ org.mockito.internal.util.ObjectMethodsGuru.isToString,7,9,6,6,100.0,0,1
@@ org.mockito.internal.util.ObjectMethodsGuru.isEqualsMethod,7,9,6,6,100.0,0,0
@@ org.mockito.internal.util.ObjectMethodsGuru.isHashCodeMethod,6,7,4,4,100.0,0,0
@@ org.mockito.internal.util.ObjectMethodsGuru.isCompareToMethod,8,11,8,8,100.0,0,0
@@ org.mockito.internal.util.MockNameImpl.<init>,5,5,6,6,100.0,0,1
@@ org.mockito.internal.util.MockNameImpl.toInstanceName,4,4,5,4,80.0,0,0
@@ org.mockito.internal.util.junit.JUnitFailureHacker.appendWarnings,4,4,6,6,100.0,0,0
@@ org.mockito.internal.util.junit.JUnitFailureHacker.isEmpty,6,7,4,4,100.0,0,0
@@ org.mockito.internal.util.io.IOUtil.readLines,5,5,6,6,100.0,0,0
@@ org.mockito.internal.util.io.IOUtil.close,4,4,3,3,100.0,0,0
@@ org.mockito.internal.util.collections.ArrayUtils.isEmpty,6,7,4,4,100.0,0,1
@@ org.mockito.internal.util.collections.IdentitySet.contains,7,8,4,4,100.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.equals,4,4,5,5,100.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.unwrapTo,7,8,15,9,60.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.toArray,5,5,6,6,100.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.asWrappedMocks,8,10,7,7,100.0,0,1
@@ org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.of,6,7,5,5,100.0,0,0
@@ org.mockito.internal.util.collections.ListUtil.filter,7,8,7,7,100.0,0,0
@@ org.mockito.internal.util.collections.Sets.newSet,4,4,3,3,100.0,0,1
@@ org.mockito.internal.util.collections.Iterables.toIterable,5,5,5,5,100.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper.equals,9,11,15,15,100.0,0,0
@@ org.mockito.internal.util.collections.HashCodeAndEqualsMockWrapper.toString,5,5,7,7,100.0,0,1
@@ org.mockito.internal.util.reflection.FieldInitializer$NoArgConstructorInstantiator.instantiate,4,4,4,4,100.0,0,1
@@ org.mockito.internal.util.reflection.Fields.allDeclaredFieldsOf,5,5,10,6,60.0,0,0
@@ org.mockito.internal.util.reflection.Fields.instanceFieldsIn,5,5,3,3,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.registerTypeVariablesOn,11,14,29,24,82.75862068965517,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.registerTypeParametersOn,5,5,1,1,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.registerTypeVariableIfNotPresent,4,4,9,9,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.boundsOf,4,4,5,5,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.boundsOf,4,4,5,5,100.0,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.hasRawExtraInterfaces,5,5,2,2,100.0,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.actualTypeArguments,5,5,3,3,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.getActualTypeArgumentFor,4,4,5,5,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.resolveGenericReturnType,8,10,14,14,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport.inferFrom,6,7,7,7,100.0,0,0
@@ org.mockito.internal.util.reflection.Fields$1.isOut,7,8,4,4,100.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializationReport.fieldClass,5,5,6,6,100.0,0,0
@@ org.mockito.internal.util.reflection.InstanceField.reader,4,4,10,9,90.0,0,0
@@ org.mockito.internal.util.reflection.InstanceField.equals,11,15,27,27,100.0,0,0
@@ org.mockito.internal.util.reflection.BeanPropertySetter.set,4,4,4,4,100.0,0,0
@@ org.mockito.internal.util.reflection.BeanPropertySetter.reportNoSetterFound,4,4,7,7,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$FromClassGenericMetadataSupport.<init>,6,7,11,4,36.36363636363637,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$FromClassGenericMetadataSupport.superClassOf,4,4,4,4,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$FromClassGenericMetadataSupport.readActualTypeParametersOnDeclaringClass,5,5,1,1,100.0,0,0
@@ org.mockito.internal.util.reflection.Whitebox.getFieldFromHierarchy,8,10,20,5,25.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer.<init>,4,4,6,6,100.0,0,1
@@ org.mockito.internal.util.reflection.FieldInitializer.checkNotLocal,4,4,3,3,100.0,0,1
@@ org.mockito.internal.util.reflection.FieldInitializer.checkNotInner,5,6,5,5,100.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer.checkNotInterface,4,4,3,3,100.0,0,1
@@ org.mockito.internal.util.reflection.FieldInitializer.checkNotAbstract,4,4,3,3,100.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer.acquireFieldInstance,4,4,5,5,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$WildCardBoundedType.firstBound,5,5,4,4,100.0,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$WildCardBoundedType.equals,7,9,13,13,100.0,0,1
@@ org.mockito.internal.util.reflection.SuperTypesLastSorter.sort,14,18,47,24,51.06382978723404,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator$1.compare,4,4,6,6,100.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator$1.countMockableParams,7,8,10,7,70.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator.instantiate,4,4,4,4,100.0,0,0
@@ org.mockito.internal.util.reflection.FieldInitializer$ParameterizedConstructorInstantiator.checkParameterized,4,4,3,3,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMaster.getGenericType,7,9,9,9,100.0,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.readTypeVariables,5,5,3,3,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.rawType,4,4,9,8,88.88888888888889,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.extractRawTypeOf,10,13,16,16,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.extraInterfaces,8,10,11,11,100.0,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.rawExtraInterfaces,7,8,8,8,100.0,0,1
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType.extractActualBoundedTypeOf,8,10,14,14,100.0,0,1
@@ org.mockito.internal.util.reflection.FieldReader.isNull,5,5,2,2,100.0,0,1
@@ org.mockito.internal.util.reflection.Fields$InstanceFields.assignedValues,5,5,2,2,100.0,0,0
@@ org.mockito.internal.util.reflection.Fields$InstanceFields.names,5,5,2,2,100.0,0,0
@@ org.mockito.internal.util.reflection.AccessibilityChanger.safelyDisableAccess,5,6,9,9,100.0,0,0
@@ org.mockito.internal.util.reflection.LenientCopyTool.copyValues,8,9,18,13,72.22222222222221,0,0
@@ org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVarBoundedType.equals,7,9,13,13,100.0,0,0
@@ org.mockito.internal.junit.FriendlyExceptionMaker.createArgumentsAreDifferentException,4,4,8,8,100.0,0,0
@@ org.mockito.internal.debugging.MockitoDebuggerImpl.printInvocations,12,15,29,18,62.06896551724138,0,1
@@ org.mockito.internal.debugging.WarningsFinder.find,16,20,20,20,100.0,0,0
@@ org.mockito.internal.debugging.LoggingListener.foundUnstubbed,4,4,7,7,100.0,0,0
@@ org.mockito.internal.debugging.VerboseMockInvocationLogger.printReturnedValueOrThrowable,11,13,10,10,100.0,0,1
@@ org.mockito.internal.debugging.VerboseMockInvocationLogger.printStubInfo,4,4,4,4,100.0,0,1
@@ org.mockito.internal.debugging.LocationImpl.toString,4,4,3,3,100.0,0,1
@@ org.mockito.internal.exceptions.util.ScenarioPrinter.print,9,11,12,11,91.66666666666666,0,0
@@ org.mockito.internal.exceptions.stacktrace.StackTraceFilter.filter,13,17,38,13,34.21052631578947,0,1
@@ org.mockito.internal.exceptions.stacktrace.ConditionalStackTraceFilter.filter,4,4,7,7,100.0,0,1
@@ org.mockito.internal.exceptions.stacktrace.DefaultStackTraceCleaner.isOut,9,13,10,10,100.0,0,0
@@ org.mockito.internal.verification.AtLeast.<init>,4,4,4,4,100.0,0,0
@@ org.mockito.internal.verification.AtLeast.verify,4,4,10,10,100.0,0,0
@@ org.mockito.internal.verification.AtLeast.verifyInOrder,4,4,14,14,100.0,0,0
@@ org.mockito.internal.verification.Times.<init>,4,4,4,4,100.0,0,0
@@ org.mockito.internal.verification.Times.verify,4,4,8,8,100.0,0,0
@@ org.mockito.internal.verification.Times.verifyInOrder,4,4,13,13,100.0,0,0
@@ org.mockito.internal.verification.VerificationOverTimeImpl.verify,9,11,17,11,64.70588235294117,0,0
@@ org.mockito.internal.verification.VerificationOverTimeImpl.handleVerifyException,4,4,8,8,100.0,0,0
@@ org.mockito.internal.verification.VerificationOverTimeImpl.canRecoverFromFailure,6,7,4,4,100.0,0,1
@@ org.mockito.internal.verification.NoMoreInteractions.verify,4,4,4,4,100.0,0,0
@@ org.mockito.internal.verification.NoMoreInteractions.verifyInOrder,4,4,3,3,100.0,0,0
@@ org.mockito.internal.verification.VerificationDataImpl.assertWantedIsVerifiable,6,7,10,10,100.0,0,0
@@ org.mockito.internal.verification.AtMost.<init>,4,4,4,4,100.0,0,0
@@ org.mockito.internal.verification.AtMost.verify,4,4,13,13,100.0,0,0
@@ org.mockito.internal.verification.Calls.<init>,4,4,4,4,100.0,0,0
@@ org.mockito.internal.verification.Only.verify,8,11,19,19,100.0,0,1
@@ org.mockito.internal.verification.SingleRegisteredInvocation.isEmpty,5,5,4,4,100.0,0,1
@@ org.mockito.internal.verification.DefaultRegisteredInvocations.removeLast,4,4,6,6,100.0,0,0
@@ org.mockito.internal.verification.checkers.NumberOfInvocationsChecker.check,9,12,34,34,100.0,0,1
@@ org.mockito.internal.verification.checkers.MissingInvocationChecker.check,6,7,16,16,100.0,0,0
@@ org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsChecker.check,4,4,15,15,100.0,0,0
@@ org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsInOrderChecker.check,4,4,16,16,100.0,0,0
@@ org.mockito.internal.verification.checkers.NumberOfInvocationsInOrderChecker.check,6,7,26,26,100.0,0,0
@@ org.mockito.internal.verification.checkers.MissingInvocationInOrderChecker.check,12,16,33,33,100.0,0,0
@@ org.mockito.internal.verification.checkers.NonGreedyNumberOfInvocationsInOrderChecker.check,7,8,28,20,71.42857142857143,0,1
@@ org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool.getSuspiciouslyNotMatchingArgsIndexes,12,17,41,26,63.41463414634146,0,1
@@ org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool.toStringEquals,5,5,4,4,100.0,0,0
@@ org.mockito.internal.creation.DelegatingMethod.<init>,5,6,6,6,100.0,0,0
@@ org.mockito.internal.creation.DelegatingMethod.isAbstract,5,5,4,4,100.0,0,0
@@ org.mockito.internal.creation.DelegatingMethod.equals,6,7,12,12,100.0,0,0
@@ org.mockito.internal.creation.MockSettingsImpl.extraInterfaces,12,16,12,12,100.0,0,1
@@ org.mockito.internal.creation.MockSettingsImpl.defaultAnswer,4,4,3,3,100.0,0,1
@@ org.mockito.internal.creation.MockSettingsImpl.verboseLogging,4,4,4,4,100.0,0,0
@@ org.mockito.internal.creation.MockSettingsImpl.invocationListeners,10,13,11,11,100.0,0,1
@@ org.mockito.internal.creation.MockSettingsImpl.invocationListenersContainsType,7,8,4,4,100.0,0,0
@@ org.mockito.internal.creation.MockSettingsImpl.hasInvocationListeners,5,5,4,4,100.0,0,0
@@ org.mockito.internal.creation.MockSettingsImpl.prepareExtraInterfaces,4,4,4,4,100.0,0,0
@@ org.mockito.internal.creation.settings.CreationSettings.isSerializable,5,5,6,6,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.CachingMockBytecodeGenerator.mockCachePerClassLoaderOf,4,4,13,13,100.0,0,1
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyCrossClassLoaderSerializationSupport.writeReplace,4,4,8,8,100.0,0,1
@@ org.mockito.internal.creation.bytebuddy.CachingMockBytecodeGenerator$CachedBytecodeGenerator$MockKey.<init>,5,5,5,5,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.CachingMockBytecodeGenerator$CachedBytecodeGenerator$MockKey.equals,11,15,27,27,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyCrossClassLoaderSerializationSupport$MockitoMockObjectInputStream.resolveClass,4,4,8,8,100.0,0,1
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyCrossClassLoaderSerializationSupport$MockitoMockObjectInputStream.notMarkedAsAMockitoMock,5,5,2,2,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyCrossClassLoaderSerializationSupport$MockitoMockObjectOutputStream.mockitoProxyClassMarker,4,4,2,2,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.InterceptedInvocation.isVerified,6,7,8,8,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.InterceptedInvocation.callRealMethod,4,4,6,6,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.InterceptedInvocation.equals,10,14,29,29,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.CachingMockBytecodeGenerator$CachedBytecodeGenerator.getOrGenerateMockClass,6,7,15,8,53.333333333333336,0,1
@@ org.mockito.internal.creation.bytebuddy.CachingMockBytecodeGenerator$CachedBytecodeGenerator.prettifyFailure,4,4,10,10,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockMethodInterceptor.createMockitoMethod,4,4,6,6,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator.generateMockClass,7,8,15,12,80.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator.nameFor,6,8,17,16,94.11764705882352,0,0
@@ org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator.isComingFromJDK,8,11,8,8,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator.isComingFromSealedPackage,6,7,4,4,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator.isComingFromSignedJar,5,5,2,2,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.MockMethodInterceptor$ForEquals.doIdentityEquals,5,5,4,4,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker.mockWithFeaturesFrom,5,5,5,5,100.0,0,0
@@ org.mockito.internal.creation.bytebuddy.ByteBuddyMockMaker.describeClass,5,5,3,3,100.0,0,1
